"Transcript","Gene"
"KXJ14992.1","KXJ14992.1"
"KXJ14966.1","KXJ14966.1"
"KXJ14984.1","KXJ14984.1"
"KXJ14993.1","KXJ14993.1"
"KXJ14975.1","KXJ14975.1"
"KXJ14971.1","KXJ14971.1"
"KXJ14963.1","KXJ14963.1"
"KXJ14945.1","KXJ14945.1"
"KXJ14939.1","KXJ14939.1"
"KXJ14936.1","KXJ14936.1"
"KXJ14934.1","KXJ14934.1"
"KXJ14948.1","KXJ14948.1"
"KXJ14933.1","KXJ14933.1"
"KXJ14949.1","KXJ14949.1"
"KXJ14942.1","KXJ14942.1"
"KXJ14950.1","KXJ14950.1"
"KXJ14941.1","KXJ14941.1"
"KXJ14944.1","KXJ14944.1"
"KXJ14952.1","KXJ14952.1"
"KXJ14946.1","KXJ14946.1"
"KXJ14956.1","KXJ14956.1"
"KXJ14954.1","KXJ14954.1"
"KXJ14932.1","KXJ14932.1"
"KXJ14943.1","KXJ14943.1"
"KXJ14951.1","KXJ14951.1"
"KXJ14953.1","KXJ14953.1"
"KXJ14958.1","KXJ14958.1"
"KXJ14931.1","KXJ14931.1"
"KXJ14957.1","KXJ14957.1"
"KXJ14930.1","KXJ14930.1"
"KXJ14937.1","KXJ14937.1"
"KXJ14947.1","KXJ14947.1"
"KXJ14940.1","KXJ14940.1"
"KXJ14959.1","KXJ14959.1"
"KXJ14938.1","KXJ14938.1"
"KXJ14955.1","KXJ14955.1"
"KXJ14935.1","KXJ14935.1"
"KXJ14921.1","KXJ14921.1"
"KXJ14907.1","KXJ14907.1"
"KXJ14901.1","KXJ14901.1"
"KXJ14926.1","KXJ14926.1"
"KXJ14918.1","KXJ14918.1"
"KXJ14928.1","KXJ14928.1"
"KXJ14922.1","KXJ14922.1"
"KXJ14925.1","KXJ14925.1"
"KXJ14916.1","KXJ14916.1"
"KXJ14906.1","KXJ14906.1"
"KXJ14902.1","KXJ14902.1"
"KXJ14917.1","KXJ14917.1"
"KXJ14905.1","KXJ14905.1"
"KXJ14900.1","KXJ14900.1"
"KXJ14929.1","KXJ14929.1"
"KXJ14924.1","KXJ14924.1"
"KXJ14912.1","KXJ14912.1"
"KXJ14909.1","KXJ14909.1"
"KXJ14914.1","KXJ14914.1"
"KXJ14920.1","KXJ14920.1"
"KXJ14911.1","KXJ14911.1"
"KXJ14913.1","KXJ14913.1"
"KXJ14910.1","KXJ14910.1"
"KXJ14908.1","KXJ14908.1"
"KXJ14923.1","KXJ14923.1"
"KXJ14919.1","KXJ14919.1"
"KXJ14899.1","KXJ14899.1"
"KXJ14904.1","KXJ14904.1"
"KXJ14927.1","KXJ14927.1"
"KXJ14915.1","KXJ14915.1"
"KXJ14903.1","KXJ14903.1"
"KXJ14876.1","KXJ14876.1"
"KXJ14889.1","KXJ14889.1"
"KXJ14883.1","KXJ14883.1"
"KXJ14896.1","KXJ14896.1"
"KXJ14882.1","KXJ14882.1"
"KXJ14875.1","KXJ14875.1"
"KXJ14895.1","KXJ14895.1"
"KXJ14888.1","KXJ14888.1"
"KXJ14887.1","KXJ14887.1"
"KXJ14881.1","KXJ14881.1"
"KXJ14898.1","KXJ14898.1"
"KXJ14885.1","KXJ14885.1"
"KXJ14886.1","KXJ14886.1"
"KXJ14897.1","KXJ14897.1"
"KXJ14873.1","KXJ14873.1"
"KXJ14879.1","KXJ14879.1"
"KXJ14892.1","KXJ14892.1"
"KXJ14874.1","KXJ14874.1"
"KXJ14893.1","KXJ14893.1"
"KXJ14894.1","KXJ14894.1"
"KXJ14877.1","KXJ14877.1"
"KXJ14884.1","KXJ14884.1"
"KXJ14891.1","KXJ14891.1"
"KXJ14890.1","KXJ14890.1"
"KXJ14878.1","KXJ14878.1"
"KXJ14880.1","KXJ14880.1"
"KXJ14869.1","KXJ14869.1"
"KXJ14854.1","KXJ14854.1"
"KXJ14840.1","KXJ14840.1"
"KXJ14864.1","KXJ14864.1"
"KXJ14849.1","KXJ14849.1"
"KXJ14857.1","KXJ14857.1"
"KXJ14837.1","KXJ14837.1"
"KXJ14868.1","KXJ14868.1"
"KXJ14846.1","KXJ14846.1"
"KXJ14839.1","KXJ14839.1"
"KXJ14870.1","KXJ14870.1"
"KXJ14834.1","KXJ14834.1"
"KXJ14836.1","KXJ14836.1"
"KXJ14856.1","KXJ14856.1"
"KXJ14841.1","KXJ14841.1"
"KXJ14863.1","KXJ14863.1"
"KXJ14862.1","KXJ14862.1"
"KXJ14844.1","KXJ14844.1"
"KXJ14845.1","KXJ14845.1"
"KXJ14838.1","KXJ14838.1"
"KXJ14871.1","KXJ14871.1"
"KXJ14855.1","KXJ14855.1"
"KXJ14847.1","KXJ14847.1"
"KXJ14860.1","KXJ14860.1"
"KXJ14850.1","KXJ14850.1"
"KXJ14858.1","KXJ14858.1"
"KXJ14848.1","KXJ14848.1"
"KXJ14865.1","KXJ14865.1"
"KXJ14861.1","KXJ14861.1"
"KXJ14851.1","KXJ14851.1"
"KXJ14872.1","KXJ14872.1"
"KXJ14867.1","KXJ14867.1"
"KXJ14843.1","KXJ14843.1"
"KXJ14853.1","KXJ14853.1"
"KXJ14835.1","KXJ14835.1"
"KXJ14852.1","KXJ14852.1"
"KXJ14866.1","KXJ14866.1"
"KXJ14842.1","KXJ14842.1"
"KXJ14859.1","KXJ14859.1"
"KXJ14813.1","KXJ14813.1"
"KXJ14810.1","KXJ14810.1"
"KXJ14833.1","KXJ14833.1"
"KXJ14801.1","KXJ14801.1"
"KXJ14806.1","KXJ14806.1"
"KXJ14811.1","KXJ14811.1"
"KXJ14816.1","KXJ14816.1"
"KXJ14812.1","KXJ14812.1"
"KXJ14804.1","KXJ14804.1"
"KXJ14825.1","KXJ14825.1"
"KXJ14817.1","KXJ14817.1"
"KXJ14819.1","KXJ14819.1"
"KXJ14830.1","KXJ14830.1"
"KXJ14820.1","KXJ14820.1"
"KXJ14809.1","KXJ14809.1"
"KXJ14822.1","KXJ14822.1"
"KXJ14802.1","KXJ14802.1"
"KXJ14826.1","KXJ14826.1"
"KXJ14824.1","KXJ14824.1"
"KXJ14799.1","KXJ14799.1"
"KXJ14832.1","KXJ14832.1"
"KXJ14823.1","KXJ14823.1"
"KXJ14831.1","KXJ14831.1"
"KXJ14828.1","KXJ14828.1"
"KXJ14800.1","KXJ14800.1"
"KXJ14821.1","KXJ14821.1"
"KXJ14815.1","KXJ14815.1"
"KXJ14818.1","KXJ14818.1"
"KXJ14805.1","KXJ14805.1"
"KXJ14808.1","KXJ14808.1"
"KXJ14829.1","KXJ14829.1"
"KXJ14814.1","KXJ14814.1"
"KXJ14803.1","KXJ14803.1"
"KXJ14807.1","KXJ14807.1"
"KXJ14827.1","KXJ14827.1"
"KXJ14780.1","KXJ14780.1"
"KXJ14788.1","KXJ14788.1"
"KXJ14778.1","KXJ14778.1"
"KXJ14798.1","KXJ14798.1"
"KXJ14760.1","KXJ14760.1"
"KXJ14781.1","KXJ14781.1"
"KXJ14773.1","KXJ14773.1"
"KXJ14792.1","KXJ14792.1"
"KXJ14776.1","KXJ14776.1"
"KXJ14779.1","KXJ14779.1"
"KXJ14796.1","KXJ14796.1"
"KXJ14782.1","KXJ14782.1"
"KXJ14771.1","KXJ14771.1"
"KXJ14769.1","KXJ14769.1"
"KXJ14767.1","KXJ14767.1"
"KXJ14775.1","KXJ14775.1"
"KXJ14795.1","KXJ14795.1"
"KXJ14797.1","KXJ14797.1"
"KXJ14774.1","KXJ14774.1"
"KXJ14787.1","KXJ14787.1"
"KXJ14783.1","KXJ14783.1"
"KXJ14758.1","KXJ14758.1"
"KXJ14764.1","KXJ14764.1"
"KXJ14791.1","KXJ14791.1"
"KXJ14759.1","KXJ14759.1"
"KXJ14790.1","KXJ14790.1"
"KXJ14777.1","KXJ14777.1"
"KXJ14770.1","KXJ14770.1"
"KXJ14768.1","KXJ14768.1"
"KXJ14793.1","KXJ14793.1"
"KXJ14765.1","KXJ14765.1"
"KXJ14761.1","KXJ14761.1"
"KXJ14786.1","KXJ14786.1"
"KXJ14794.1","KXJ14794.1"
"KXJ14763.1","KXJ14763.1"
"KXJ14766.1","KXJ14766.1"
"KXJ14772.1","KXJ14772.1"
"KXJ14789.1","KXJ14789.1"
"KXJ14762.1","KXJ14762.1"
"KXJ14784.1","KXJ14784.1"
"KXJ14785.1","KXJ14785.1"
"KXJ14732.1","KXJ14732.1"
"KXJ14742.1","KXJ14742.1"
"KXJ14734.1","KXJ14734.1"
"KXJ14738.1","KXJ14738.1"
"KXJ14752.1","KXJ14752.1"
"KXJ14744.1","KXJ14744.1"
"KXJ14747.1","KXJ14747.1"
"KXJ14739.1","KXJ14739.1"
"KXJ14748.1","KXJ14748.1"
"KXJ14753.1","KXJ14753.1"
"KXJ14746.1","KXJ14746.1"
"KXJ14751.1","KXJ14751.1"
"KXJ14737.1","KXJ14737.1"
"KXJ14731.1","KXJ14731.1"
"KXJ14740.1","KXJ14740.1"
"KXJ14735.1","KXJ14735.1"
"KXJ14736.1","KXJ14736.1"
"KXJ14745.1","KXJ14745.1"
"KXJ14743.1","KXJ14743.1"
"KXJ14756.1","KXJ14756.1"
"KXJ14757.1","KXJ14757.1"
"KXJ14754.1","KXJ14754.1"
"KXJ14741.1","KXJ14741.1"
"KXJ14749.1","KXJ14749.1"
"KXJ14755.1","KXJ14755.1"
"KXJ14750.1","KXJ14750.1"
"KXJ14733.1","KXJ14733.1"
"KXJ14712.1","KXJ14712.1"
"KXJ14702.1","KXJ14702.1"
"KXJ14711.1","KXJ14711.1"
"KXJ14728.1","KXJ14728.1"
"KXJ14730.1","KXJ14730.1"
"KXJ14701.1","KXJ14701.1"
"KXJ14713.1","KXJ14713.1"
"KXJ14705.1","KXJ14705.1"
"KXJ14706.1","KXJ14706.1"
"KXJ14726.1","KXJ14726.1"
"KXJ14714.1","KXJ14714.1"
"KXJ14721.1","KXJ14721.1"
"KXJ14717.1","KXJ14717.1"
"KXJ14723.1","KXJ14723.1"
"KXJ14729.1","KXJ14729.1"
"KXJ14720.1","KXJ14720.1"
"KXJ14710.1","KXJ14710.1"
"KXJ14708.1","KXJ14708.1"
"KXJ14718.1","KXJ14718.1"
"KXJ14700.1","KXJ14700.1"
"KXJ14704.1","KXJ14704.1"
"KXJ14709.1","KXJ14709.1"
"KXJ14703.1","KXJ14703.1"
"KXJ14727.1","KXJ14727.1"
"KXJ14722.1","KXJ14722.1"
"KXJ14725.1","KXJ14725.1"
"KXJ14724.1","KXJ14724.1"
"KXJ14716.1","KXJ14716.1"
"KXJ14715.1","KXJ14715.1"
"KXJ14719.1","KXJ14719.1"
"KXJ14707.1","KXJ14707.1"
"KXJ14683.1","KXJ14683.1"
"KXJ14691.1","KXJ14691.1"
"KXJ14692.1","KXJ14692.1"
"KXJ14698.1","KXJ14698.1"
"KXJ14699.1","KXJ14699.1"
"KXJ14689.1","KXJ14689.1"
"KXJ14693.1","KXJ14693.1"
"KXJ14680.1","KXJ14680.1"
"KXJ14688.1","KXJ14688.1"
"KXJ14679.1","KXJ14679.1"
"KXJ14678.1","KXJ14678.1"
"KXJ14696.1","KXJ14696.1"
"KXJ14695.1","KXJ14695.1"
"KXJ14687.1","KXJ14687.1"
"KXJ14697.1","KXJ14697.1"
"KXJ14684.1","KXJ14684.1"
"KXJ14690.1","KXJ14690.1"
"KXJ14682.1","KXJ14682.1"
"KXJ14694.1","KXJ14694.1"
"KXJ14686.1","KXJ14686.1"
"KXJ14685.1","KXJ14685.1"
"KXJ14681.1","KXJ14681.1"
"KXJ14676.1","KXJ14676.1"
"KXJ14658.1","KXJ14658.1"
"KXJ14672.1","KXJ14672.1"
"KXJ14663.1","KXJ14663.1"
"KXJ14668.1","KXJ14668.1"
"KXJ14665.1","KXJ14665.1"
"KXJ14675.1","KXJ14675.1"
"KXJ14653.1","KXJ14653.1"
"KXJ14652.1","KXJ14652.1"
"KXJ14670.1","KXJ14670.1"
"KXJ14667.1","KXJ14667.1"
"KXJ14671.1","KXJ14671.1"
"KXJ14666.1","KXJ14666.1"
"KXJ14677.1","KXJ14677.1"
"KXJ14660.1","KXJ14660.1"
"KXJ14659.1","KXJ14659.1"
"KXJ14674.1","KXJ14674.1"
"KXJ14655.1","KXJ14655.1"
"KXJ14654.1","KXJ14654.1"
"KXJ14651.1","KXJ14651.1"
"KXJ14662.1","KXJ14662.1"
"KXJ14664.1","KXJ14664.1"
"KXJ14656.1","KXJ14656.1"
"KXJ14673.1","KXJ14673.1"
"KXJ14657.1","KXJ14657.1"
"KXJ14661.1","KXJ14661.1"
"KXJ14669.1","KXJ14669.1"
"KXJ14647.1","KXJ14647.1"
"KXJ14628.1","KXJ14628.1"
"KXJ14649.1","KXJ14649.1"
"KXJ14624.1","KXJ14624.1"
"KXJ14644.1","KXJ14644.1"
"KXJ14619.1","KXJ14619.1"
"KXJ14617.1","KXJ14617.1"
"KXJ14613.1","KXJ14613.1"
"KXJ14639.1","KXJ14639.1"
"KXJ14630.1","KXJ14630.1"
"KXJ14636.1","KXJ14636.1"
"KXJ14637.1","KXJ14637.1"
"KXJ14616.1","KXJ14616.1"
"KXJ14611.1","KXJ14611.1"
"KXJ14612.1","KXJ14612.1"
"KXJ14646.1","KXJ14646.1"
"KXJ14623.1","KXJ14623.1"
"KXJ14615.1","KXJ14615.1"
"KXJ14632.1","KXJ14632.1"
"KXJ14614.1","KXJ14614.1"
"KXJ14640.1","KXJ14640.1"
"KXJ14638.1","KXJ14638.1"
"KXJ14622.1","KXJ14622.1"
"KXJ14618.1","KXJ14618.1"
"KXJ14645.1","KXJ14645.1"
"KXJ14641.1","KXJ14641.1"
"KXJ14635.1","KXJ14635.1"
"KXJ14633.1","KXJ14633.1"
"KXJ14642.1","KXJ14642.1"
"KXJ14625.1","KXJ14625.1"
"KXJ14631.1","KXJ14631.1"
"KXJ14621.1","KXJ14621.1"
"KXJ14627.1","KXJ14627.1"
"KXJ14610.1","KXJ14610.1"
"KXJ14609.1","KXJ14609.1"
"KXJ14626.1","KXJ14626.1"
"KXJ14620.1","KXJ14620.1"
"KXJ14648.1","KXJ14648.1"
"KXJ14629.1","KXJ14629.1"
"KXJ14643.1","KXJ14643.1"
"KXJ14650.1","KXJ14650.1"
"KXJ14634.1","KXJ14634.1"
"KXJ14578.1","KXJ14578.1"
"KXJ14581.1","KXJ14581.1"
"KXJ14592.1","KXJ14592.1"
"KXJ14583.1","KXJ14583.1"
"KXJ14588.1","KXJ14588.1"
"KXJ14580.1","KXJ14580.1"
"KXJ14596.1","KXJ14596.1"
"KXJ14597.1","KXJ14597.1"
"KXJ14591.1","KXJ14591.1"
"KXJ14593.1","KXJ14593.1"
"KXJ14594.1","KXJ14594.1"
"KXJ14601.1","KXJ14601.1"
"KXJ14607.1","KXJ14607.1"
"KXJ14589.1","KXJ14589.1"
"KXJ14599.1","KXJ14599.1"
"KXJ14608.1","KXJ14608.1"
"KXJ14604.1","KXJ14604.1"
"KXJ14598.1","KXJ14598.1"
"KXJ14584.1","KXJ14584.1"
"KXJ14602.1","KXJ14602.1"
"KXJ14600.1","KXJ14600.1"
"KXJ14579.1","KXJ14579.1"
"KXJ14603.1","KXJ14603.1"
"KXJ14586.1","KXJ14586.1"
"KXJ14590.1","KXJ14590.1"
"KXJ14606.1","KXJ14606.1"
"KXJ14595.1","KXJ14595.1"
"KXJ14605.1","KXJ14605.1"
"KXJ14577.1","KXJ14577.1"
"KXJ14576.1","KXJ14576.1"
"KXJ14587.1","KXJ14587.1"
"KXJ14585.1","KXJ14585.1"
"KXJ14582.1","KXJ14582.1"
"KXJ14575.1","KXJ14575.1"
"KXJ14556.1","KXJ14556.1"
"KXJ14573.1","KXJ14573.1"
"KXJ14570.1","KXJ14570.1"
"KXJ14560.1","KXJ14560.1"
"KXJ14567.1","KXJ14567.1"
"KXJ14550.1","KXJ14550.1"
"KXJ14569.1","KXJ14569.1"
"KXJ14574.1","KXJ14574.1"
"KXJ14554.1","KXJ14554.1"
"KXJ14568.1","KXJ14568.1"
"KXJ14572.1","KXJ14572.1"
"KXJ14563.1","KXJ14563.1"
"KXJ14558.1","KXJ14558.1"
"KXJ14562.1","KXJ14562.1"
"KXJ14551.1","KXJ14551.1"
"KXJ14546.1","KXJ14546.1"
"KXJ14557.1","KXJ14557.1"
"KXJ14566.1","KXJ14566.1"
"KXJ14555.1","KXJ14555.1"
"KXJ14553.1","KXJ14553.1"
"KXJ14559.1","KXJ14559.1"
"KXJ14571.1","KXJ14571.1"
"KXJ14561.1","KXJ14561.1"
"KXJ14564.1","KXJ14564.1"
"KXJ14549.1","KXJ14549.1"
"KXJ14547.1","KXJ14547.1"
"KXJ14565.1","KXJ14565.1"
"KXJ14552.1","KXJ14552.1"
"KXJ14548.1","KXJ14548.1"
"KXJ14528.1","KXJ14528.1"
"KXJ14529.1","KXJ14529.1"
"KXJ14537.1","KXJ14537.1"
"KXJ14531.1","KXJ14531.1"
"KXJ14532.1","KXJ14532.1"
"KXJ14524.1","KXJ14524.1"
"KXJ14538.1","KXJ14538.1"
"KXJ14543.1","KXJ14543.1"
"KXJ14544.1","KXJ14544.1"
"KXJ14527.1","KXJ14527.1"
"KXJ14525.1","KXJ14525.1"
"KXJ14535.1","KXJ14535.1"
"KXJ14545.1","KXJ14545.1"
"KXJ14536.1","KXJ14536.1"
"KXJ14541.1","KXJ14541.1"
"KXJ14540.1","KXJ14540.1"
"KXJ14523.1","KXJ14523.1"
"KXJ14530.1","KXJ14530.1"
"KXJ14526.1","KXJ14526.1"
"KXJ14539.1","KXJ14539.1"
"KXJ14542.1","KXJ14542.1"
"KXJ14534.1","KXJ14534.1"
"KXJ14533.1","KXJ14533.1"
"KXJ14514.1","KXJ14514.1"
"KXJ14499.1","KXJ14499.1"
"KXJ14522.1","KXJ14522.1"
"KXJ14509.1","KXJ14509.1"
"KXJ14502.1","KXJ14502.1"
"KXJ14487.1","KXJ14487.1"
"KXJ14491.1","KXJ14491.1"
"KXJ14508.1","KXJ14508.1"
"KXJ14489.1","KXJ14489.1"
"KXJ14503.1","KXJ14503.1"
"KXJ14518.1","KXJ14518.1"
"KXJ14513.1","KXJ14513.1"
"KXJ14506.1","KXJ14506.1"
"KXJ14497.1","KXJ14497.1"
"KXJ14495.1","KXJ14495.1"
"KXJ14488.1","KXJ14488.1"
"KXJ14505.1","KXJ14505.1"
"KXJ14490.1","KXJ14490.1"
"KXJ14511.1","KXJ14511.1"
"KXJ14492.1","KXJ14492.1"
"KXJ14500.1","KXJ14500.1"
"KXJ14504.1","KXJ14504.1"
"KXJ14517.1","KXJ14517.1"
"KXJ14515.1","KXJ14515.1"
"KXJ14510.1","KXJ14510.1"
"KXJ14501.1","KXJ14501.1"
"KXJ14498.1","KXJ14498.1"
"KXJ14512.1","KXJ14512.1"
"KXJ14516.1","KXJ14516.1"
"KXJ14496.1","KXJ14496.1"
"KXJ14519.1","KXJ14519.1"
"KXJ14493.1","KXJ14493.1"
"KXJ14520.1","KXJ14520.1"
"KXJ14494.1","KXJ14494.1"
"KXJ14507.1","KXJ14507.1"
"KXJ14521.1","KXJ14521.1"
"KXJ14467.1","KXJ14467.1"
"KXJ14453.1","KXJ14453.1"
"KXJ14473.1","KXJ14473.1"
"KXJ14457.1","KXJ14457.1"
"KXJ14441.1","KXJ14441.1"
"KXJ14486.1","KXJ14486.1"
"KXJ14469.1","KXJ14469.1"
"KXJ14480.1","KXJ14480.1"
"KXJ14455.1","KXJ14455.1"
"KXJ14463.1","KXJ14463.1"
"KXJ14474.1","KXJ14474.1"
"KXJ14482.1","KXJ14482.1"
"KXJ14454.1","KXJ14454.1"
"KXJ14449.1","KXJ14449.1"
"KXJ14464.1","KXJ14464.1"
"KXJ14459.1","KXJ14459.1"
"KXJ14442.1","KXJ14442.1"
"KXJ14481.1","KXJ14481.1"
"KXJ14456.1","KXJ14456.1"
"KXJ14460.1","KXJ14460.1"
"KXJ14452.1","KXJ14452.1"
"KXJ14465.1","KXJ14465.1"
"KXJ14468.1","KXJ14468.1"
"KXJ14443.1","KXJ14443.1"
"KXJ14477.1","KXJ14477.1"
"KXJ14440.1","KXJ14440.1"
"KXJ14484.1","KXJ14484.1"
"KXJ14451.1","KXJ14451.1"
"KXJ14485.1","KXJ14485.1"
"KXJ14472.1","KXJ14472.1"
"KXJ14436.1","KXJ14436.1"
"KXJ14479.1","KXJ14479.1"
"KXJ14476.1","KXJ14476.1"
"KXJ14446.1","KXJ14446.1"
"KXJ14439.1","KXJ14439.1"
"KXJ14478.1","KXJ14478.1"
"KXJ14450.1","KXJ14450.1"
"KXJ14444.1","KXJ14444.1"
"KXJ14466.1","KXJ14466.1"
"KXJ14448.1","KXJ14448.1"
"KXJ14438.1","KXJ14438.1"
"KXJ14471.1","KXJ14471.1"
"KXJ14475.1","KXJ14475.1"
"KXJ14483.1","KXJ14483.1"
"KXJ14447.1","KXJ14447.1"
"KXJ14461.1","KXJ14461.1"
"KXJ14470.1","KXJ14470.1"
"KXJ14445.1","KXJ14445.1"
"KXJ14462.1","KXJ14462.1"
"KXJ14437.1","KXJ14437.1"
"KXJ14458.1","KXJ14458.1"
"KXJ14426.1","KXJ14426.1"
"KXJ14405.1","KXJ14405.1"
"KXJ14407.1","KXJ14407.1"
"KXJ14406.1","KXJ14406.1"
"KXJ14410.1","KXJ14410.1"
"KXJ14418.1","KXJ14418.1"
"KXJ14414.1","KXJ14414.1"
"KXJ14415.1","KXJ14415.1"
"KXJ14422.1","KXJ14422.1"
"KXJ14411.1","KXJ14411.1"
"KXJ14429.1","KXJ14429.1"
"KXJ14435.1","KXJ14435.1"
"KXJ14423.1","KXJ14423.1"
"KXJ14413.1","KXJ14413.1"
"KXJ14408.1","KXJ14408.1"
"KXJ14404.1","KXJ14404.1"
"KXJ14432.1","KXJ14432.1"
"KXJ14419.1","KXJ14419.1"
"KXJ14416.1","KXJ14416.1"
"KXJ14425.1","KXJ14425.1"
"KXJ14409.1","KXJ14409.1"
"KXJ14421.1","KXJ14421.1"
"KXJ14417.1","KXJ14417.1"
"KXJ14428.1","KXJ14428.1"
"KXJ14427.1","KXJ14427.1"
"KXJ14433.1","KXJ14433.1"
"KXJ14420.1","KXJ14420.1"
"KXJ14431.1","KXJ14431.1"
"KXJ14424.1","KXJ14424.1"
"KXJ14434.1","KXJ14434.1"
"KXJ14412.1","KXJ14412.1"
"KXJ14430.1","KXJ14430.1"
"KXJ14388.1","KXJ14388.1"
"KXJ14397.1","KXJ14397.1"
"KXJ14392.1","KXJ14392.1"
"KXJ14403.1","KXJ14403.1"
"KXJ14402.1","KXJ14402.1"
"KXJ14395.1","KXJ14395.1"
"KXJ14396.1","KXJ14396.1"
"KXJ14401.1","KXJ14401.1"
"KXJ14390.1","KXJ14390.1"
"KXJ14394.1","KXJ14394.1"
"KXJ14387.1","KXJ14387.1"
"KXJ14393.1","KXJ14393.1"
"KXJ14385.1","KXJ14385.1"
"KXJ14398.1","KXJ14398.1"
"KXJ14389.1","KXJ14389.1"
"KXJ14399.1","KXJ14399.1"
"KXJ14400.1","KXJ14400.1"
"KXJ14391.1","KXJ14391.1"
"KXJ14386.1","KXJ14386.1"
"KXJ14363.1","KXJ14363.1"
"KXJ14364.1","KXJ14364.1"
"KXJ14366.1","KXJ14366.1"
"KXJ14360.1","KXJ14360.1"
"KXJ14370.1","KXJ14370.1"
"KXJ14371.1","KXJ14371.1"
"KXJ14376.1","KXJ14376.1"
"KXJ14378.1","KXJ14378.1"
"KXJ14384.1","KXJ14384.1"
"KXJ14365.1","KXJ14365.1"
"KXJ14361.1","KXJ14361.1"
"KXJ14373.1","KXJ14373.1"
"KXJ14368.1","KXJ14368.1"
"KXJ14374.1","KXJ14374.1"
"KXJ14375.1","KXJ14375.1"
"KXJ14383.1","KXJ14383.1"
"KXJ14367.1","KXJ14367.1"
"KXJ14381.1","KXJ14381.1"
"KXJ14379.1","KXJ14379.1"
"KXJ14380.1","KXJ14380.1"
"KXJ14377.1","KXJ14377.1"
"KXJ14372.1","KXJ14372.1"
"KXJ14369.1","KXJ14369.1"
"KXJ14362.1","KXJ14362.1"
"KXJ14382.1","KXJ14382.1"
"KXJ14340.1","KXJ14340.1"
"KXJ14353.1","KXJ14353.1"
"KXJ14338.1","KXJ14338.1"
"KXJ14344.1","KXJ14344.1"
"KXJ14355.1","KXJ14355.1"
"KXJ14354.1","KXJ14354.1"
"KXJ14356.1","KXJ14356.1"
"KXJ14349.1","KXJ14349.1"
"KXJ14341.1","KXJ14341.1"
"KXJ14348.1","KXJ14348.1"
"KXJ14345.1","KXJ14345.1"
"KXJ14358.1","KXJ14358.1"
"KXJ14337.1","KXJ14337.1"
"KXJ14342.1","KXJ14342.1"
"KXJ14346.1","KXJ14346.1"
"KXJ14357.1","KXJ14357.1"
"KXJ14343.1","KXJ14343.1"
"KXJ14339.1","KXJ14339.1"
"KXJ14352.1","KXJ14352.1"
"KXJ14347.1","KXJ14347.1"
"KXJ14351.1","KXJ14351.1"
"KXJ14359.1","KXJ14359.1"
"KXJ14350.1","KXJ14350.1"
"KXJ14322.1","KXJ14322.1"
"KXJ14333.1","KXJ14333.1"
"KXJ14326.1","KXJ14326.1"
"KXJ14329.1","KXJ14329.1"
"KXJ14320.1","KXJ14320.1"
"KXJ14314.1","KXJ14314.1"
"KXJ14319.1","KXJ14319.1"
"KXJ14331.1","KXJ14331.1"
"KXJ14310.1","KXJ14310.1"
"KXJ14316.1","KXJ14316.1"
"KXJ14318.1","KXJ14318.1"
"KXJ14308.1","KXJ14308.1"
"KXJ14325.1","KXJ14325.1"
"KXJ14328.1","KXJ14328.1"
"KXJ14327.1","KXJ14327.1"
"KXJ14330.1","KXJ14330.1"
"KXJ14324.1","KXJ14324.1"
"KXJ14335.1","KXJ14335.1"
"KXJ14315.1","KXJ14315.1"
"KXJ14323.1","KXJ14323.1"
"KXJ14334.1","KXJ14334.1"
"KXJ14307.1","KXJ14307.1"
"KXJ14313.1","KXJ14313.1"
"KXJ14311.1","KXJ14311.1"
"KXJ14321.1","KXJ14321.1"
"KXJ14312.1","KXJ14312.1"
"KXJ14309.1","KXJ14309.1"
"KXJ14332.1","KXJ14332.1"
"KXJ14336.1","KXJ14336.1"
"KXJ14317.1","KXJ14317.1"
"KXJ14271.1","KXJ14271.1"
"KXJ14298.1","KXJ14298.1"
"KXJ14301.1","KXJ14301.1"
"KXJ14270.1","KXJ14270.1"
"KXJ14285.1","KXJ14285.1"
"KXJ14274.1","KXJ14274.1"
"KXJ14266.1","KXJ14266.1"
"KXJ14288.1","KXJ14288.1"
"KXJ14293.1","KXJ14293.1"
"KXJ14276.1","KXJ14276.1"
"KXJ14284.1","KXJ14284.1"
"KXJ14303.1","KXJ14303.1"
"KXJ14281.1","KXJ14281.1"
"KXJ14296.1","KXJ14296.1"
"KXJ14277.1","KXJ14277.1"
"KXJ14306.1","KXJ14306.1"
"KXJ14292.1","KXJ14292.1"
"KXJ14300.1","KXJ14300.1"
"KXJ14297.1","KXJ14297.1"
"KXJ14265.1","KXJ14265.1"
"KXJ14290.1","KXJ14290.1"
"KXJ14279.1","KXJ14279.1"
"KXJ14305.1","KXJ14305.1"
"KXJ14304.1","KXJ14304.1"
"KXJ14291.1","KXJ14291.1"
"KXJ14272.1","KXJ14272.1"
"KXJ14287.1","KXJ14287.1"
"KXJ14273.1","KXJ14273.1"
"KXJ14294.1","KXJ14294.1"
"KXJ14267.1","KXJ14267.1"
"KXJ14283.1","KXJ14283.1"
"KXJ14302.1","KXJ14302.1"
"KXJ14295.1","KXJ14295.1"
"KXJ14299.1","KXJ14299.1"
"KXJ14278.1","KXJ14278.1"
"KXJ14264.1","KXJ14264.1"
"KXJ14289.1","KXJ14289.1"
"KXJ14269.1","KXJ14269.1"
"KXJ14280.1","KXJ14280.1"
