"id","title","authors"
"map05200","Amplification and overexpression of HER-2/neu (c-erbB2) in endometrial cancers: correlation with overall survival.","Saffari B, Jones LA, el-Naggar A, Felix JC, George J, Press MF."
"map05200","Her-2/neu overexpression and amplification in uterine papillary serous carcinoma.","Slomovitz BM, Broaddus RR, Burke TW, Sneige N, Soliman PT, Wu W, Sun CC, Munsell MF, Gershenson DM, Lu KH."
"map05200","Molecular pathology of endometrial hyperplasia and carcinoma.","Matias-Guiu X, Catasus L, Bussaglia E, Lagarda H, Garcia A, Pons C, Munoz J, Arguelles R, Machin P, Prat J."
"map05200","Molecular and pathologic aspects of endometrial carcinogenesis.","Hecht JL, Mutter GL."
"map05200","Early endometrial carcinoma: clinicopathology, hormonal aspects, molecular genetics, diagnosis, and treatment.","Shiozawa T, Konishi I."
"map05200","Molecular genetic pathways in various types of endometrial carcinoma: from a phenotypical to a molecular-based classification.","Lax SF."
"map05200","Endometrial cancer.","Ryan AJ, Susil B, Jobling TW, Oehler MK."
"map05200","The multifaceted roles of glycogen synthase kinase 3beta in cellular signaling.","Grimes CA, Jope RS."
"map05200","Effects of human and rat glutathione S-transferases on the covalent DNA binding of the N-acetoxy derivatives of heterocyclic amine carcinogens in vitro: a possible mechanism of organ specificity in their carcinogenesis.","Lin D, Meyer DJ, Ketterer B, Lang NP, Kadlubar FF."
"map05200","5alpha-reductase activity in the prostate.","Steers WD."
"map05200","Role of p27 in prostate carcinogenesis.","Macri E, Loda M."
"map05200","Glucocorticoids can promote androgen-independent growth of prostate cancer cells through a mutated androgen receptor.","Zhao XY, Malloy PJ, Krishnan AV, Swami S, Navone NM, Peehl DM, Feldman D."
"map05200","Androgen receptor gene and hormonal therapy failure of prostate cancer.","Koivisto P, Kolmer M, Visakorpi T, Kallioniemi OP."
"map05200","Androgen receptor in prostate cancer.","Heinlein CA, Chang C."
"map05200","The development of androgen-independent prostate cancer.","Feldman BJ, Feldman D."
"map05200","Mechanisms underlying the development of androgen-independent prostate cancer.","Pienta KJ, Bradley D."
"map05200","The emerging role of the PI3-K-Akt pathway in prostate cancer progression.","Li L, Ittmann MM, Ayala G, Tsai MJ, Amato RJ, Wheeler TM, Miles BJ, Kadmon D, Thompson TC."
"map05200","Prostate cancer.","Nelson WG, De Marzo AM, Isaacs WB."
"map05200","Molecular pathways in bladder cancer.","Williams SG, Stein JP."
"map05200","The Ras-MAPK signal transduction pathway, cancer and chromatin remodeling.","Dunn KL, Espino PS, Drobic B, He S, Davie JR."
"map05200","Genetic alterations in bladder cancer and their clinical applications in molecular tumor staging.","Sugano K, Kakizoe T."
"map05200","Novel approaches with targeted therapies in bladder cancer. Therapy of bladder cancer by blockade of the epidermal growth factor receptor family.","Bellmunt J, Hussain M, Dinney CP."
"map05200","Thymidine phosphorylase induces carcinoma cell oxidative stress and promotes secretion of angiogenic factors.","Brown NS, Jones A, Fujiyama C, Harris AL, Bicknell R."
"map05200","Urothelial tumorigenesis: a tale of divergent pathways.","Wu XR."
"map05200","Mechanisms of Disease: genetic and epigenetic alterations that drive bladder cancer.","Wolff EM, Liang G, Jones PA."
"map05200","Molecular pathways in invasive bladder cancer: new insights into mechanisms, progression, and target identification.","Mitra AP, Datar RH, Cote RJ."
"map05200","Understanding familial and non-familial renal cell cancer.","Bodmer D, van den Hurk W, van Groningen JJ, Eleveld MJ, Martens GJ, Weterman MA, van Kessel AG."
"map05200","Mechanisms of disease: hereditary leiomyomatosis and renal cell cancer--a distinct form of hereditary kidney cancer.","Sudarshan S, Pinto PA, Neckers L, Linehan WM."
"map05200","HIF and fumarate hydratase in renal cancer.","Sudarshan S, Linehan WM, Neckers L."
"map05200","Role of VHL gene mutation in human cancer.","Kim WY, Kaelin WG."
"map05200","Met, metastasis, motility and more.","Birchmeier C, Birchmeier W, Gherardi E, Vande Woude GF."
"map05200","The genetic basis of cancer of the kidney.","Linehan WM, Walther MM, Zbar B."
"map05200","Searching for the hereditary causes of renal-cell carcinoma.","Pavlovich CP, Schmidt LS."
"map05200","Renal-cell carcinoma.","Cohen HT, McGovern FJ."
"map05200","Autocrine and paracrine regulation by cytokines and growth factors in melanoma.","Lazar-Molnar E, Hegyesi H, Toth S, Falus A."
"map05200","The TP53 tumor suppressor gene and melanoma tumorigenesis: is there a relationship?","Hussein MR."
"map05200","NRAS and BRAF mutations arise early during melanoma pathogenesis and are preserved throughout tumor progression.","Omholt K, Platz A, Kanter L, Ringborg U, Hansson J."
"map05200","Cutaneous melanoma.","Thompson JF, Scolyer RA, Kefford RF."
"map05200","Role of cadherins and matrixins in melanoma.","Gruss C, Herlyn M."
"map05200","Genetic interaction between NRAS and BRAF mutations and PTEN/MMAC1 inactivation in melanoma.","Tsao H, Goel V, Wu H, Yang G, Haluska FG."
"map05200","MITF: master regulator of melanocyte development and melanoma oncogene.","Levy C, Khaled M, Fisher DE."
"map05200","Integrative genomic analyses identify MITF as a lineage survival oncogene amplified in malignant melanoma.","Garraway LA, Widlund HR, Rubin MA, Getz G, Berger AJ, Ramaswamy S, Beroukhim R, Milner DA, Granter SR, Du J, Lee C, Wagner SN, Li C, Golub TR, Rimm DL, Meyerson ML, Fisher DE, Sellers WR."
"map05200","Cancer biology: the weakest link?","Merlino G."
"map05200","Melanoma genetics and the development of rational therapeutics.","Chudnovsky Y, Khavari PA, Adams AE."
"map05200","Genetic alterations in melanocytic tumors.","Takata M, Saida T."
"map05200","The genetics of malignant melanoma: lessons from mouse and man.","Chin L."
"map05200","Melanoma.","Miller AJ, Mihm MC Jr."
"map05200","Hedgehog signalling in cancer.","Toftgard R."
"map05200","Role of apoptosis in basal cell and squamous cell carcinoma formation.","Erb P, Ji J, Wernli M, Kump E, Glaser A, Buchner SA."
"map05200","Immunohistochemical detection for nuclear beta-catenin in sporadic basal cell carcinoma.","Yamazaki F, Aragane Y, Kawada A, Tezuka T."
"map05200","The hedgehog signaling network.","Cohen MM Jr."
"map05200","Somatic mutations in the PTCH, SMOH, SUFUH and TP53 genes in sporadic basal cell carcinomas.","Reifenberger J, Wolter M, Knobbe CB, Kohler B, Schonicke A, Scharwachter C, Kumar K, Blaschke B, Ruzicka T, Reifenberger G."
"map05200","Hedgehog signalling in cancer formation and maintenance.","Pasca di Magliano M, Hebrok M."
"map05200","Nuclear beta-catenin in basal cell carcinoma correlates with increased proliferation.","Saldanha G, Ghura V, Potter L, Fletcher A."
"map05200","The Hedgehog signalling pathway and cancer.","Saldanha G."
"map05200","Basal-cell carcinoma.","Rubin AI, Chen EH, Ratner D."
"map05200","Hedgehog signalling in skin development and cancer.","Athar M, Tang X, Lee JL, Kopelovich L, Kim AL."
"map05200","The genetics of skin cancer.","Tsai KY, Tsao H."
"map05200","Sonic hedgehog signaling in basal cell carcinomas.","Daya-Grosjean L, Couve-Privat S."
"map05200","Basal cell carcinoma: a dermatopathological and molecular biological update.","Saldanha G, Fletcher A, Slater DN."
"map05200","Molecular aetiology and pathogenesis of basal cell carcinoma.","Tilli CM, Van Steensel MA, Krekels GA, Neumann HA, Ramaekers FC."
"map05200","PKB/Akt mediates cell-cycle progression by phosphorylation of p27(Kip1) at threonine 157 and modulation of its cellular localization.","Shin I, Yakes FM, Rojo F, Shin NY, Bakin AV, Baselga J, Arteaga CL."
"map05200","Control of oncogenesis and cancer therapy resistance by the transcription factor NF-kappaB.","Baldwin AS."
"map05200","p53 loss of function enhances genomic instability and accelerates clonal evolution of murine myeloid progenitors expressing the p(210)BCR-ABL tyrosine kinase.","Brusa G, Benvenuti M, Mazzacurati L, Mancini M, Pattacini L, Martinelli G, Barbieri E, Greenberger JS, Baccarani M, Santucci MA."
"map05200","The t(3;21) fusion product, AML1/Evi-1, interacts with Smad3 and blocks transforming growth factor-beta-mediated growth inhibition of myeloid cells.","Kurokawa M, Mitani K, Imai Y, Ogawa S, Yazaki Y, Hirai H."
"map05200","Role of transforming growth factor-beta in hematologic malignancies.","Dong M, Blobe GC."
"map05200","Molecular mechanisms of leukemogenesis by AML1/EVI-1.","Mitani K."
"map05200","The biology of chronic myeloid leukemia.","Faderl S, Talpaz M, Estrov Z, O'Brien S, Kurzrock R, Kantarjian HM."
"map05200","The biology of CML blast crisis.","Calabretta B, Perrotti D."
"map05200","The molecular biology of chronic myeloid leukemia.","Deininger MW, Goldman JM, Melo JV."
"map05200","Mechanisms of BCR-ABL in the pathogenesis of chronic myelogenous leukaemia.","Ren R."
"map05200","ATRA resolves the differentiation block in t(15;17) acute myeloid leukemia by restoring PU.1 expression.","Mueller BU, Pabst T, Fos J, Petkovic V, Fey MF, Asou N, Buergi U, Tenen DG."
"map05200","The emerging role of Wnt signaling in the pathogenesis of acute myeloid leukemia.","Mikesch JH, Steffen B, Berdel WE, Serve H, Muller-Tidow C."
"map05200","Suppression of myeloid transcription factors and induction of STAT response genes by AML-specific Flt3 mutations.","Mizuki M, Schwable J, Steur C, Choudhary C, Agrawal S, Sargin B, Steffen B, Matsumura I, Kanakura Y, Bohmer FD, Muller-Tidow C, Berdel WE, Serve H."
"map05200","The role of the AML1 transcription factor in leukemogenesis.","Lorsbach RB, Downing JR."
"map05200","Normal and oncogenic forms of the receptor tyrosine kinase kit.","Lennartsson J, Jelacic T, Linnekin D, Shivakrupa R."
"map05200","Phosphoinositide 3-kinase/Akt signaling pathway and its therapeutical implications for human acute myeloid leukemia.","Martelli AM, Nyakern M, Tabellini G, Bortul R, Tazzari PL, Evangelisti C, Cocco L."
"map05200","The role of FLT3 in haematopoietic malignancies.","Stirewalt DL, Radich JP."
"map05200","Signal transduction of oncogenic Flt3.","Choudhary C, Muller-Tidow C, Berdel WE, Serve H."
"map05200","Disruption of differentiation in human cancer: AML shows the way.","Tenen DG."
"map05200","The molecular pathogenesis of acute myeloid leukemia.","Steffen B, Muller-Tidow C, Schwable J, Berdel WE, Serve H."
"map05200","Cancer after nuclear fallout: lessons from the Chernobyl accident.","Williams D."
"map05200","Thyroid cancer.","Gimm O."
"map05200","Molecular pathology of well-differentiated thyroid carcinomas.","Sobrinho-Simoes M, Preto A, Rocha AS, Castro P, Maximo V, Fonseca E, Soares P."
"map05200","Oncogenic rearrangements of the NTRK1/NGF receptor.","Pierotti MA, Greco A."
"map05200","RET/PTC activation in papillary thyroid carcinoma: European Journal of Endocrinology Prize Lecture.","Santoro M, Melillo RM, Fusco A."
"map05200","The paired box-8/peroxisome proliferator-activated receptor-gamma oncogene in thyroid tumorigenesis.","Reddi HV, McIver B, Grebe SK, Eberhardt NL"
"map05200","Is BRAF the Achilles' Heel of thyroid cancer?","Chiloeches A, Marais R."
"map05200","Pathogenetic mechanisms in thyroid follicular-cell neoplasia.","Kondo T, Ezzat S, Asa SL."
"map05200","Pten signaling in gliomas.","Knobbe CB, Merlo A, Reifenberger G."
"map05200","The molecular genetics of central nervous system tumors.","Ng HK, Lam PY."
"map05200","Cell signaling by receptor tyrosine kinases.","Schlessinger J."
"map05200","Molecular mechanisms in gliomagenesis.","Hulleman E, Helin K."
"map05200","Mitogenic signaling cascades in glial tumors.","Kapoor GS, O'Rourke DM."
"map05200","[Gliomas: Research and therapy] (In Japanese)","Tabuchi K (ed)."
"map05200","Molecular biology of human gliomas.","Bansal K, Liang ML, Rutka JT."
"map05200","Gliomagenesis: genetic alterations and mouse models.","Holland EC."
"map05200","The molecular and genetic basis of neurological tumours.","Zhu Y, Parada LF."
"map05200","Genetics of glioblastoma multiforme: mitogenic signaling and cell cycle pathways converge.","Soni D, King JA, Kaye AH, Hovens CM."
"map05200","Functions of BRCA1 and BRCA2 in the biological response to DNA damage.","Venkitaraman AR."
"map05200","BRCA2: breaks, mistakes and failed separations.","Rudkin TM, Foulkes WD."
"map05200","Role of transforming growth factor Beta in human cancer.","Elliott RL, Blobe GC."
"map05200","Genetic basis of pancreatic cancer.","Schmid RM."
"map05200","Blockade of constitutively activated Janus kinase/signal transducer and activator of transcription-3 pathway inhibits growth of human pancreatic cancer.","Toyonaga T, Nakano K, Nagano M, Zhao G, Yamaguchi K, Kuroki S, Eguchi T, Chijiiwa K, Tsuneyoshi M, Tanaka M."
"map05200","Stat3 activation regulates the expression of vascular endothelial growth factor and human pancreatic cancer angiogenesis and metastasis.","Wei D, Le X, Zheng L, Wang L, Frey JA, Gao AC, Peng Z, Huang S, Xiong HQ, Abbruzzese JL, Xie K."
"map05200","Autocrine-mediated ErbB-2 kinase activation of STAT3 is required for growth factor independence of pancreatic cancer cell lines.","DeArmond D, Brattain MG, Jessup JM, Kreisberg J, Malik S, Zhao S, Freeman JW."
"map05200","Signal transduction and oncogenesis by ErbB/HER receptors.","Marmor MD, Skaria KB, Yarden Y."
"map05200","The ErbB receptors and their role in cancer progression.","Holbro T, Civenni G, Hynes NE."
"map05200","Understanding Ras: 'it ain't over 'til it's over'.","Shields JM, Pruitt K, McFall A, Shaub A, Der CJ."
"map05200","Genetics and biology of pancreatic ductal adenocarcinoma.","Hezel AF, Kimmelman AC, Stanger BZ, Bardeesy N, Depinho RA."
"map05200","The genetics of pancreatic cancer.","Cowgill SM, Muscarella P."
"map05200","The genetics of pancreatic adenocarcinoma: a roadmap for a mouse model.","Bardeesy N, Sharpless NE, DePinho RA, Merlino G."
"map05200","Pancreatic cancer biology and genetics.","Bardeesy N, DePinho RA."
"map05200","[Oncogenes and Tumor Suppressor Genes for Medical Oncologist] (In Japanese)","Niitsu Y, Yokota J (ed)."
"map05200","Pancreatic cancer","Von Hoff D, Evans D, Hruban R (ed)."
"map05200","What we could do now: molecular pathology of colorectal cancer.","Houlston RS."
"map05200","Apoptosis and colorectal cancer.","Watson AJ."
"map05200","An overview of apoptosis and the prevention of colorectal cancer.","Watson AJ."
"map05200","TGF-beta and colorectal carcinogenesis.","Roman C, Saha D, Beauchamp R."
"map05200","TGF-beta signaling in colon cancer cells.","Li F, Cao Y, Townsend CM Jr, Ko TC."
"map05200","DNA mismatch repair and cancer.","Peltomaki P."
"map05200","Role of the dependence receptor DCC in colorectal cancer pathogenesis.","Mehlen P, Fearon ER."
"map05200","Netrin-1 and its receptors in tumorigenesis.","Arakawa H."
"map05200","Blocking oncogenic Ras signaling for cancer therapy.","Adjei AA."
"map05200","Murine models of colorectal cancer: studying the role of oncogenic K-ras.","Janssen KP."
"map05200","The adenomatous polyposis coli (APC) tumor suppressor.","Polakis P."
"map05200","The Wnt connection to tumorigenesis.","Behrens J, Lustig B."
"map05200","The role of the Wnt signalling pathway in colorectal tumorigenesis.","Behrens J."
"map05200","Cadherins and catenins: role in signal transduction and tumor progression.","Behrens J."
"map05200","The significance of unstable chromosomes in colorectal cancer.","Rajagopalan H, Nowak MA, Vogelstein B, Lengauer C."
"map05200","Hereditary colorectal cancer.","Lynch HT, de la Chapelle A."
"map05200","Colorectal cancer: genetics of development and metastasis.","Takayama T, Miyanishi K, Hayashi T, Sato Y, Niitsu Y."
"map05200","Hereditary non-polyposis colorectal cancer: an updated review.","Anwar S, Hall C, White J, Deakin M, Farrell W, Elder JB."
"map05200","Microsatellite instability in colorectal cancer.","Soreide K, Janssen EA, Soiland H, Korner H, Baak JP."
"map05200","Genomic instability and colon cancer.","Grady WM."
"map05200","The hallmarks of cancer.","Hanahan D, Weinberg RA"
"map05200","The biology of cancer","Weinberg RA."
"ko04928","Extracellular signal-regulated kinase activation by parathyroid hormone in distal tubule cells.","Sneddon WB, Yang Y, Ba J, Harinstein LM, Friedman PA"
"ko04928","Transactivation of the epidermal growth factor receptor mediates parathyroid hormone and prostaglandin F2 alpha-stimulated mitogen-activated protein kinase activation in cultured transgenic murine osteoblasts.","Ahmed I, Gesty-Palmer D, Drezner MK, Luttrell LM"
"ko04928","G alpha12/G alpha13 subunits of heterotrimeric G proteins mediate parathyroid hormone activation of phospholipase D in UMR-106 osteoblastic cells.","Singh AT, Gilchrist A, Voyno-Yasenetskaya T, Radeff-Huang JM, Stern PH"
"ko04928","AP-1 and Cbfa/runt physically interact and regulate parathyroid hormone-dependent MMP13 expression in osteoblasts through a new osteoblast-specific element 2/AP-1  composite element.","Hess J, Porte D, Munz C, Angel P"
"ko04928","Transcription in the osteoblast: regulatory mechanisms utilized by parathyroid hormone and transforming growth factor-beta.","Boumah CE, Selvamurugan N, Partridge NC"
"ko04928","Parathyroid hormone induces c-fos promoter activity in osteoblastic cells through phosphorylated cAMP response element (CRE)-binding protein binding to the major CRE.","Pearman AT, Chou WY, Bergman KD, Pulumati MR, Partridge NC"
"ko04928","Molecular and cellular mechanisms of the anabolic effect of intermittent PTH.","Jilka RL"
"ko04928","Control of RANKL gene expression.","O'Brien CA"
"ko04928","Parathyroid hormone stimulates receptor activator of NFkappa B ligand and inhibits osteoprotegerin expression via protein kinase A activation of cAMP-response element-binding protein.","Fu Q, Jilka RL, Manolagas SC, O'Brien CA"
"ko04928","Lrp6 is a target of the PTH-activated alphaNAC transcriptional coregulator.","Pellicelli M, Hariri H, Miller JA, St-Arnaud R"
"ko04928","Parathyroid hormone activates the orphan nuclear receptor Nurr1 to induce FGF23 transcription.","Meir T, Durlacher K, Pan Z, Amir G, Richards WG, Silver J, Naveh-Many T"
"ko04928","Control of the SOST bone enhancer by PTH using MEF2 transcription factors.","Leupin O, Kramer I, Collette NM, Loots GG, Natt F, Kneissel M, Keller H"
"ko04928","Does osteocytic SOST suppression mediate PTH bone anabolism?","Kramer I, Keller H, Leupin O, Kneissel M"
"ko04928","Parathyroid hormone regulates 25-hydroxyvitamin D(3)-24-hydroxylase mRNA by altering its stability.","Zierold C, Mings JA, DeLuca HF"
"ko04928","Triennial Growth Symposium: a novel pathway for vitamin D-mediated phosphate homeostasis: implications for skeleton growth and mineralization.","Crenshaw TD, Rortvedt LA, Hassen Z"
"ko04928","Ezrin-anchored protein kinase A coordinates phosphorylation-dependent disassembly of a NHERF1 ternary complex to regulate hormone-sensitive phosphate transport.","Wang B, Means CK, Yang Y, Mamonova T, Bisello A, Altschuler DL, Scott JD, Friedman PA"
"ko04928","Kidney kinase network regulates renal ion cotransport.","Hernando N, Wagner C, Biber J, Murer H"
"ko04928","Molecular mechanisms of calmodulin action on TRPV5 and modulation by parathyroid hormone.","de Groot T, Kovalevskaya NV, Verkaart S, Schilderink N, Felici M, van der Hagen EA, Bindels RJ, Vuister GW, Hoenderop JG"
"ko04928","Primary hyperparathyroidism.","Bilezikian JP, Cusano NE, Khan AA, Liu JM, Marcocci C, Bandeira F"
"ko04928","FGF23-parathyroid interaction: implications in chronic kidney disease.","Komaba H, Fukagawa M"
"ko04928","Sensing mechanisms involved in Ca2+ and Mg2+ homeostasis.","Ferre S, Hoenderop JG, Bindels RJ"
"ko04928","Gata3 cooperates with Gcm2 and MafB to activate parathyroid hormone gene expression by interacting with SP1.","Han SI, Tsunekage Y, Kataoka K"
"ko04928","Transcription factors that determine parathyroid development power PTH expression.","Naveh-Many T, Silver J"
"ko04928","Molecular basis of parathyroid hormone receptor signaling and trafficking: a family B GPCR paradigm.","Vilardaga JP, Romero G, Friedman PA, Gardella TJ"
"ko04928","Heterotrimeric G proteins in the control of parathyroid hormone actions.","Bastepe M, Turan S, He Q"
"ko04928","PTH and Vitamin D.","Khundmiri SJ, Murray RD, Lederer E"
"map04928","Extracellular signal-regulated kinase activation by parathyroid hormone in distal tubule cells.","Sneddon WB, Yang Y, Ba J, Harinstein LM, Friedman PA"
"map04928","Transactivation of the epidermal growth factor receptor mediates parathyroid hormone and prostaglandin F2 alpha-stimulated mitogen-activated protein kinase activation in cultured transgenic murine osteoblasts.","Ahmed I, Gesty-Palmer D, Drezner MK, Luttrell LM"
"map04928","G alpha12/G alpha13 subunits of heterotrimeric G proteins mediate parathyroid hormone activation of phospholipase D in UMR-106 osteoblastic cells.","Singh AT, Gilchrist A, Voyno-Yasenetskaya T, Radeff-Huang JM, Stern PH"
"map04928","AP-1 and Cbfa/runt physically interact and regulate parathyroid hormone-dependent MMP13 expression in osteoblasts through a new osteoblast-specific element 2/AP-1  composite element.","Hess J, Porte D, Munz C, Angel P"
"map04928","Transcription in the osteoblast: regulatory mechanisms utilized by parathyroid hormone and transforming growth factor-beta.","Boumah CE, Selvamurugan N, Partridge NC"
"map04928","Parathyroid hormone induces c-fos promoter activity in osteoblastic cells through phosphorylated cAMP response element (CRE)-binding protein binding to the major CRE.","Pearman AT, Chou WY, Bergman KD, Pulumati MR, Partridge NC"
"map04928","Molecular and cellular mechanisms of the anabolic effect of intermittent PTH.","Jilka RL"
"map04928","Control of RANKL gene expression.","O'Brien CA"
"map04928","Parathyroid hormone stimulates receptor activator of NFkappa B ligand and inhibits osteoprotegerin expression via protein kinase A activation of cAMP-response element-binding protein.","Fu Q, Jilka RL, Manolagas SC, O'Brien CA"
"map04928","Lrp6 is a target of the PTH-activated alphaNAC transcriptional coregulator.","Pellicelli M, Hariri H, Miller JA, St-Arnaud R"
"map04928","Parathyroid hormone activates the orphan nuclear receptor Nurr1 to induce FGF23 transcription.","Meir T, Durlacher K, Pan Z, Amir G, Richards WG, Silver J, Naveh-Many T"
"map04928","Control of the SOST bone enhancer by PTH using MEF2 transcription factors.","Leupin O, Kramer I, Collette NM, Loots GG, Natt F, Kneissel M, Keller H"
"map04928","Does osteocytic SOST suppression mediate PTH bone anabolism?","Kramer I, Keller H, Leupin O, Kneissel M"
"map04928","Parathyroid hormone regulates 25-hydroxyvitamin D(3)-24-hydroxylase mRNA by altering its stability.","Zierold C, Mings JA, DeLuca HF"
"map04928","Triennial Growth Symposium: a novel pathway for vitamin D-mediated phosphate homeostasis: implications for skeleton growth and mineralization.","Crenshaw TD, Rortvedt LA, Hassen Z"
"map04928","Ezrin-anchored protein kinase A coordinates phosphorylation-dependent disassembly of a NHERF1 ternary complex to regulate hormone-sensitive phosphate transport.","Wang B, Means CK, Yang Y, Mamonova T, Bisello A, Altschuler DL, Scott JD, Friedman PA"
"map04928","Kidney kinase network regulates renal ion cotransport.","Hernando N, Wagner C, Biber J, Murer H"
"map04928","Molecular mechanisms of calmodulin action on TRPV5 and modulation by parathyroid hormone.","de Groot T, Kovalevskaya NV, Verkaart S, Schilderink N, Felici M, van der Hagen EA, Bindels RJ, Vuister GW, Hoenderop JG"
"map04928","Primary hyperparathyroidism.","Bilezikian JP, Cusano NE, Khan AA, Liu JM, Marcocci C, Bandeira F"
"map04928","FGF23-parathyroid interaction: implications in chronic kidney disease.","Komaba H, Fukagawa M"
"map04928","Sensing mechanisms involved in Ca2+ and Mg2+ homeostasis.","Ferre S, Hoenderop JG, Bindels RJ"
"map04928","Gata3 cooperates with Gcm2 and MafB to activate parathyroid hormone gene expression by interacting with SP1.","Han SI, Tsunekage Y, Kataoka K"
"map04928","Transcription factors that determine parathyroid development power PTH expression.","Naveh-Many T, Silver J"
"map04928","Molecular basis of parathyroid hormone receptor signaling and trafficking: a family B GPCR paradigm.","Vilardaga JP, Romero G, Friedman PA, Gardella TJ"
"map04928","Heterotrimeric G proteins in the control of parathyroid hormone actions.","Bastepe M, Turan S, He Q"
"map04928","PTH and Vitamin D.","Khundmiri SJ, Murray RD, Lederer E"
"ko04810","Cell adhesion and Rho small GTPases.","Fukata M, Nakagawa M, Kuroda S, Kaibuchi K."
"ko04810","Focal adhesions: a nexus for intracellular signaling and cytoskeletal dynamics.","Sastry SK, Burridge K."
"ko04810","Cell migration: integrating signals from front to back.","Ridley AJ, Schwartz MA, Burridge K, Firtel RA, Ginsberg MH, Borisy G, Parsons JT, Horwitz AR."
"ko04810","The cytoskeleton, cellular motility and the reductionist agenda.","Pollard TD."
"ko04810","Small GTP-binding proteins.","Takai Y, Sasaki T, Matozaki T."
"ko04810","Rho GTPases: signaling, migration, and invasion.","Schmitz AA, Govek EE, Bottner B, Van Aelst L."
"ko04810","Rho and Rac take center stage.","Burridge K, Wennerberg K."
"map04810","Cell adhesion and Rho small GTPases.","Fukata M, Nakagawa M, Kuroda S, Kaibuchi K."
"map04810","Focal adhesions: a nexus for intracellular signaling and cytoskeletal dynamics.","Sastry SK, Burridge K."
"map04810","Cell migration: integrating signals from front to back.","Ridley AJ, Schwartz MA, Burridge K, Firtel RA, Ginsberg MH, Borisy G, Parsons JT, Horwitz AR."
"map04810","The cytoskeleton, cellular motility and the reductionist agenda.","Pollard TD."
"map04810","Small GTP-binding proteins.","Takai Y, Sasaki T, Matozaki T."
"map04810","Rho GTPases: signaling, migration, and invasion.","Schmitz AA, Govek EE, Bottner B, Van Aelst L."
"map04810","Rho and Rac take center stage.","Burridge K, Wennerberg K."
"ko04714","Chronic high-fat feeding impairs adaptive induction of mitochondrial fatty acid combustion-associated proteins in brown adipose tissue of mice.","Ohtomo T, Ino K, Miyashita R, Chigira M, Nakamura M, Someya K, Inaba N, Fujita M, Takagi M, Yamada J"
"ko04714","Acylcarnitines--old actors auditioning for new roles in metabolic physiology.","McCoin CS, Knotts TA, Adams SH"
"ko04714","The mitochondrial carnitine/acylcarnitine carrier: function, structure and physiopathology.","Indiveri C, Iacobazzi V, Tonazzi A, Giangregorio N, Infantino V, Convertini P, Console L, Palmieri F"
"ko04714","Natriuretic peptides in cardiometabolic regulation and disease.","Zois NE, Bartels ED, Hunter I, Kousholt BS, Olsen LH, Goetze JP"
"ko04714","FGF21 regulates PGC-1alpha and browning of white adipose tissues in adaptive thermogenesis.","Fisher FM, Kleiner S, Douris N, Fox EC, Mepani RJ, Verdeguer F, Wu J, Kharitonenkov A, Flier JS, Maratos-Flier E, Spiegelman BM"
"ko04714","mTORC1 Is a Major Regulatory Node in the FGF21 Signaling Network in Adipocytes.","Minard AY, Tan SX, Yang P, Fazakerley DJ, Domanova W, Parker BL, Humphrey SJ, Jothi R, Stockli J, James DE"
"ko04714","Brown adipose tissue and thermogenesis.","Fenzl A, Kiefer FW"
"ko04714","Cellular bioenergetics as a target for obesity therapy.","Tseng YH, Cypess AM, Kahn CR"
"ko04714","Targeting thermogenesis in brown fat and muscle to treat obesity and metabolic disease.","Betz MJ, Enerback S"
"ko04714","UCP1: A transporter for H(+) and fatty acid anions.","Bertholet AM, Kirichok Y"
"ko04714","UCP1 - A sophisticated energy valve.","Klingenberg M"
"ko04714","Cold-Inducible SIRT6 Regulates Thermogenesis of Brown and Beige Fat.","Yao L, Cui X, Chen Q, Yang X, Fang F, Zhang J, Liu G, Jin W, Chang Y"
"ko04714","Thermogenic activation induces FGF21 expression and release in brown adipose tissue.","Hondares E, Iglesias R, Giralt A, Gonzalez FJ, Giralt M, Mampel T, Villarroya F"
"ko04714","p38 mitogen-activated protein kinase is the central regulator of cyclic AMP-dependent transcription of the brown fat uncoupling protein 1 gene.","Cao W, Daniel KW, Robidoux J, Puigserver P, Medvedev AV, Bai X, Floering LM, Spiegelman BM, Collins S"
"ko04714","Transcriptional regulation of the uncoupling protein-1 gene.","Villarroya F, Peyrou M, Giralt M"
"ko04714","LSD1 Interacts with Zfp516 to Promote UCP1 Transcription and Brown Fat Program.","Sambeat A, Gulyaeva O, Dempersmier J, Tharp KM, Stahl A, Paul SM, Sul HS"
"ko04714","Cold-inducible Zfp516 activates UCP1 transcription to promote browning of white fat and development of brown fat.","Dempersmier J, Sambeat A, Gulyaeva O, Paul SM, Hudak CS, Raposo HF, Kwan HY, Kang C, Wong RH, Sul HS"
"ko04714","JMJD1A is a signal-sensing scaffold that regulates acute chromatin dynamics via SWI/SNF association for thermogenesis.","Abe Y, Rozqie R, Matsumura Y, Kawamura T, Nakaki R, Tsurutani Y, Tanimura-Inagaki K, Shiono A, Magoori K, Nakamura K, Ogi S, Kajimura S, Kimura H, Tanaka T, Fukami K, Osborne TF, Kodama T, Aburatani H, Inagaki T, Sakai J"
"ko04714","ASK1 signalling regulates brown and beige adipocyte function.","Hattori K, Naguro I, Okabe K, Funatsu T, Furutani S, Takeda K, Ichijo H"
