"uniprot","kegg","ko","desc","Iteration_query-def","Iteration_query-len","Hit_len","Hsp_evalue","Hsp_identity","Hsp_gaps","Hsp_align-len"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","2.25242e-72","125","0","257"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","1.68838e-70","123","0","259"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","1.88332e-67","114","0","253"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","3.64325e-64","111","0","237"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","2.41541e-55","105","0","240"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","2.53128e-38","80","0","177"
"Q96ND8","hsa:147949","K09228","KRAB domain-containing zinc finger protein","KXJ06443.1","2286","569","1.03224e-21","59","0","156"
NA,NA,NA,NA,"KXJ06449.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06496.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06498.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06534.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06572.1",NA,NA,NA,NA,NA,NA
"O70165","mmu:14133","K10104","ficolin","KXJ06573.1","3198","334","1.71844e-63","117","6","221"
"Q15485","hsa:2220","K10104","ficolin","KXJ06573.1","3198","313","4.17218e-63","116","6","210"
NA,NA,NA,NA,"KXJ06574.1",NA,NA,NA,NA,NA,NA
"Q1LVC2","dre:558456","K11478","protein Jumonji","KXJ06580.1","5050","1319","2.12405e-61","142","14","389"
"Q1LVC2","dre:558456","K11478","protein Jumonji","KXJ06580.1","5050","1319","1.3948e-42","82","18","189"
"Q5F363","gga:420839","K11478","protein Jumonji","KXJ06580.1","5050","1233","2.9609e-49","89","4","179"
"Q5F363","gga:420839","K11478","protein Jumonji","KXJ06580.1","5050","1233","1.13448e-58","133","16","372"
"Q92833","hsa:3720","K11478","protein Jumonji","KXJ06580.1","5050","1246","5.05651e-56","133","22","375"
"Q92833","hsa:3720","K11478","protein Jumonji","KXJ06580.1","5050","1246","9.71593e-50","97","4","209"
"Q62315","mmu:16468","K11478","protein Jumonji","KXJ06580.1","5050","1234","1.94841e-49","89","4","179"
"Q62315","mmu:16468","K11478","protein Jumonji","KXJ06580.1","5050","1234","1.66761e-54","131","22","375"
"Q8GUI6","ath:AT4G20400","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","954","8.51707e-30","80","32","255"
"Q8GUI6","ath:AT4G20400","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","954","4.44525e-06","27","5","70"
"Q53WJ1","osa:4338043","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1238","3.33387e-06","28","5","70"
"Q53WJ1","osa:4338043","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1238","3.68787e-29","83","29","271"
"Q9VMJ7","dme:Dmel_CG9088","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1838","1.01343e-13","51","6","154"
"Q9VMJ7","dme:Dmel_CG9088","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1838","9.93887e-29","98","36","355"
"C0SUT9","ath:AT1G08620","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1209","1.71064e-26","78","37","251"
"P41230","mmu:20591","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1554","9.25375e-26","85","24","304"
"P41230","mmu:20591","K11446","histone demethylase JARID1 [EC:1.14.11.-]","KXJ06580.1","5050","1554","1.90705e-11","61","13","226"
NA,NA,NA,NA,"KXJ06586.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06610.1",NA,NA,NA,NA,NA,NA
"A1L1V4","dre:791144","K00280","lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]","KXJ06627.1","5174","762","3.26359e-10","48","7","180"
"O08762","mmu:19142","K09624","neurotrypsin [EC:3.4.21.-]","KXJ06627.1","5174","761","1.09132e-09","31","2","86"
"G3V801","rno:85266","K09624","neurotrypsin [EC:3.4.21.-]","KXJ06627.1","5174","761","2.06526e-09","31","2","86"
"P21758","bta:281311","K06558","macrophage scavenger receptor 1","KXJ06627.1","5174","453","3.21881e-09","31","2","95"
"B4F6N6","xtr:100216062","K00280","lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]","KXJ06627.1","5174","767","9.74632e-09","44","9","153"
NA,NA,NA,NA,"KXJ06635.1",NA,NA,NA,NA,NA,NA
"Q7SIH1","bta:513856","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1510","2.81021e-08","20","1","60"
"Q7SIH1","bta:513856","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1510","2.81021e-08","33","19","135"
"P01023","hsa:2","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1474","4.14826e-08","19","1","60"
"P01023","hsa:2","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1474","4.14826e-08","21","6","66"
"Q5R4N8","pon:100173946","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1474","1.55089e-07","24","4","75"
"Q5R4N8","pon:100173946","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1474","1.55089e-07","19","6","66"
"P06238","rno:100911545","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1472","2.47861e-07","18","1","60"
"P06238","rno:100911545","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1472","2.47861e-07","24","15","78"
"P06238","rno:24153","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1472","2.47861e-07","18","1","60"
"P06238","rno:24153","K03910","alpha-2-macroglobulin","KXJ06643.1","2619","1472","2.47861e-07","24","15","78"
NA,NA,NA,NA,"KXJ06656.1",NA,NA,NA,NA,NA,NA
"Q99315","sce:YGR109W-B","K07497","putative transposase","KXJ06674.1","7392","1547","8.67939e-79","193","45","710"
"Q99315","sce:YGR109W-B","K07497","putative transposase","KXJ06674.1","7392","1547","5.48427e-19","47","2","157"
"Q7LHG5","sce:YIL082W-A","K07497","putative transposase","KXJ06674.1","7392","1498","2.13744e-78","191","45","710"
"Q7LHG5","sce:YIL082W-A","K07497","putative transposase","KXJ06674.1","7392","1498","5.94055e-19","47","2","157"
NA,NA,NA,NA,"KXJ06680.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06695.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06696.1",NA,NA,NA,NA,NA,NA
"P08049","ocu:100009251","K01389","neprilysin [EC:3.4.24.11]","KXJ06701.1","2754","750","1.82923e-19","61","14","181"
NA,NA,NA,NA,"KXJ04198.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06712.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06714.1",NA,NA,NA,NA,NA,NA
"Q92626","hsa:7837","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1479","2.47063e-24","81","13","249"
"Q92626","hsa:7837","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1479","5.87701e-21","81","20","265"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","2.11568e-16","84","23","277"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","2.15175e-16","75","29","261"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","3.08293e-15","70","19","261"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","7.61384e-15","66","16","242"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","2.97127e-24","90","23","288"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","4.19137e-22","88","21","280"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.11012e-21","83","20","300"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","3.06487e-19","78","27","270"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.73618e-18","86","26","304"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","9.5036e-18","75","18","274"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","2.45017e-17","77","25","265"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.44627e-16","67","12","259"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.44627e-16","72","18","259"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","2.22577e-11","67","17","251"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","3.85265e-11","75","34","281"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","7.76257e-11","67","16","255"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","4.41597e-10","75","31","288"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","8.78985e-15","77","25","276"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","3.2559e-14","77","26","287"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","3.2559e-14","66","26","263"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.46432e-13","71","17","271"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.19911e-12","72","24","269"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","2.09354e-12","69","26","264"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","5.96418e-12","65","13","253"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","9.56903e-12","63","18","246"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ06736.1","2975","5635","1.01515e-11","76","33","285"
"Q9Y6N7","hsa:6091","K06753","roundabout, axon guidance receptor 1","KXJ06736.1","2975","1651","1.82244e-15","79","20","280"
"Q9Y6N7","hsa:6091","K06753","roundabout, axon guidance receptor 1","KXJ06736.1","2975","1651","2.41691e-23","94","24","300"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06736.1","2975","1651","4.20227e-23","94","24","303"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06736.1","2975","1651","1.72497e-14","78","20","280"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06736.1","2975","1612","1.7498e-15","79","20","280"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06736.1","2975","1612","4.23292e-23","94","24","300"
"A4IGL7","xtr:493201","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1457","1.37939e-22","77","19","252"
"A4IGL7","xtr:493201","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1457","6.22768e-19","80","22","266"
"A4IGL7","xtr:493201","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1457","2.05259e-08","51","10","156"
"A1KZ92","hsa:137902","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1463","2.01983e-08","48","19","171"
"A1KZ92","hsa:137902","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1463","1.24297e-21","85","29","316"
"A1KZ92","hsa:137902","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1463","4.35601e-20","79","20","264"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1475","4.84872e-06","38","8","105"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1475","1.8141e-21","75","13","249"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1475","1.60554e-19","79","20","265"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06736.1","2975","1475","1.74845e-09","53","12","157"
"Q96MS0","hsa:64221","K06755","roundabout, axon guidance receptor 3","KXJ06736.1","2975","1386","3.73014e-21","83","26","286"
"Q96MS0","hsa:64221","K06755","roundabout, axon guidance receptor 3","KXJ06736.1","2975","1386","1.46161e-19","68","16","238"
"Q96MS0","hsa:64221","K06755","roundabout, axon guidance receptor 3","KXJ06736.1","2975","1386","1.76487e-13","82","34","306"
NA,NA,NA,NA,"KXJ06757.1",NA,NA,NA,NA,NA,NA
"O95071","hsa:51366","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2799","1.35499e-109","235","23","430"
"O95071","hsa:51366","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2799","1.65638e-91","215","140","588"
"Q80TP3","mmu:70790","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2792","2.80155e-109","234","23","430"
"Q80TP3","mmu:70790","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2792","3.32171e-68","150","50","343"
"Q80TP3","mmu:70790","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2792","9.21777e-21","65","34","180"
"P51592","dme:Dmel_CG9484","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2885","1.14079e-87","221","39","441"
"P51592","dme:Dmel_CG9484","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2885","2.99785e-55","131","73","362"
"P51592","dme:Dmel_CG9484","K10593","E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]","KXJ06793.1","4907","2885","4.78735e-15","57","40","195"
NA,NA,NA,NA,"KXJ06804.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06805.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06839.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06846.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06849.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06853.1",NA,NA,NA,NA,NA,NA
"Q8CHU3","mmu:13855","K12471","epsin","KXJ06862.1","4647","595","1.24218e-32","74","1","129"
"O95208","hsa:22905","K12471","epsin","KXJ06862.1","4647","641","1.66148e-32","74","1","129"
"Q9Y6I3","hsa:29924","K12471","epsin","KXJ06862.1","4647","576","4.09742e-32","70","1","132"
"Q80VP1","mmu:13854","K12471","epsin","KXJ06862.1","4647","575","4.12792e-32","70","1","132"
"O88339","rno:117277","K12471","epsin","KXJ06862.1","4647","575","5.03694e-32","70","1","132"
"Q4V882","rno:360605","K12471","epsin","KXJ06862.1","4647","608","4.24857e-31","72","1","132"
NA,NA,NA,NA,"KXJ06873.1",NA,NA,NA,NA,NA,NA
"Q86Y13","hsa:9666","K10642","E3 ubiquitin-protein ligase DZIP3 [EC:2.3.2.27]","KXJ06879.1","2261","1208","1.66538e-17","58","7","166"
"Q7TPV2","mmu:224170","K10642","E3 ubiquitin-protein ligase DZIP3 [EC:2.3.2.27]","KXJ06879.1","2261","1204","5.67532e-16","57","7","161"
NA,NA,NA,NA,"KXJ06897.1",NA,NA,NA,NA,NA,NA
"Q7PRB8","aga:AgaP_AGAP002539","K13140","integrator complex subunit 3","KXJ06907.1","1100","1082","2.35363e-24","68","14","217"
"Q5RE70","pon:100171777","K13140","integrator complex subunit 3","KXJ06907.1","1100","1043","5.62516e-24","72","11","209"
"Q7TPD0","mmu:229543","K13140","integrator complex subunit 3","KXJ06907.1","1100","1041","7.29343e-24","72","11","209"
"Q68E01","hsa:65123","K13140","integrator complex subunit 3","KXJ06907.1","1100","1043","7.71713e-24","72","11","209"
"B4IMI7","dse:Dsec_GM26749","K13140","integrator complex subunit 3","KXJ06907.1","1100","1068","6.75085e-22","58","11","190"
"Q7PLS8","dme:Dmel_CG17665","K13140","integrator complex subunit 3","KXJ06907.1","1100","1068","1.49635e-21","58","11","190"
"B3N449","der:Dere_GG23122","K13140","integrator complex subunit 3","KXJ06907.1","1100","1072","3.63999e-21","57","11","190"
"B4ISV0","dya:Dyak_GE11342","K13140","integrator complex subunit 3","KXJ06907.1","1100","1072","3.91933e-21","56","11","190"
"Q1LXC9","dre:560575","K13140","integrator complex subunit 3","KXJ06907.1","1100","1017","1.36704e-19","68","17","212"
"P81274","hsa:29899","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","684","9.08774e-12","52","17","182"
"P81274","hsa:29899","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","684","3.75062e-21","83","40","351"
"P81274","hsa:29899","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","684","1.28585e-17","70","25","278"
"P81274","hsa:29899","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","684","9.39799e-13","59","13","271"
"Q8VDU0","mmu:76123","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","679","1.0012e-10","51","17","182"
"Q8VDU0","mmu:76123","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","679","7.0321e-21","83","40","351"
"Q8VDU0","mmu:76123","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","679","2.12675e-18","70","25","278"
"Q8VDU0","mmu:76123","K15837","G-protein signaling modulator 2","KXJ06911.1","1182","679","4.96038e-11","40","1","184"
"Q6IR34","mmu:67839","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","673","2.35807e-18","70","29","293"
"Q6IR34","mmu:67839","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","673","8.97165e-17","76","40","348"
"Q6IR34","mmu:67839","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","673","7.57863e-13","68","8","289"
"Q9R080","rno:246254","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","673","4.22283e-17","77","40","348"
"Q9R080","rno:246254","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","673","3.83635e-13","69","8","289"
"Q9R080","rno:246254","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","673","5.02475e-18","69","29","293"
"Q86YR5","hsa:26086","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","675","4.09476e-15","78","43","354"
"Q86YR5","hsa:26086","K15839","G-protein signaling modulator 1","KXJ06911.1","1182","675","4.47546e-13","56","7","247"
"Q9CQ02","mmu:66199","K22560","COMM domain containing 4","KXJ06943.1","1246","199","5.63759e-58","99","0","172"
"Q9H0A8","hsa:54939","K22560","COMM domain containing 4","KXJ06943.1","1246","199","1.00591e-57","98","0","160"
"Q5E9V6","bta:616960","K22560","COMM domain containing 4","KXJ06943.1","1246","199","5.24148e-57","98","0","172"
"Q550I8","ddi:DDB_G0277089","K22560","COMM domain containing 4","KXJ06943.1","1246","177","2.41778e-30","69","1","145"
NA,NA,NA,NA,"KXJ06944.1",NA,NA,NA,NA,NA,NA
"Q9JHX4","rno:64044","K04398","caspase 8 [EC:3.4.22.61]","KXJ06954.1","5580","482","7.24972e-28","77","7","208"
"O89110","mmu:12370","K04398","caspase 8 [EC:3.4.22.61]","KXJ06954.1","5580","480","3.57083e-25","76","8","213"
"Q5IS54","ptr:461669","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","277","8.56387e-25","74","18","215"
"P42574","hsa:836","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","277","9.06627e-25","74","18","215"
"Q2PFV2","mcf:102144182","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","277","1.69718e-24","76","18","215"
"Q8MJC3","ocu:100008840","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","277","2.55323e-24","74","18","215"
"Q08DY9","bta:408016","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","275","2.68585e-24","70","14","211"
"Q5IS99","sbq:101029697","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","277","3.29945e-24","75","18","215"
"P70677","mmu:12367","K02187","caspase 3 [EC:3.4.22.56]","KXJ06954.1","5580","277","9.28599e-24","73","14","213"
NA,NA,NA,NA,"KXJ06956.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06961.1",NA,NA,NA,NA,NA,NA
"Q9P121","hsa:50863","K06774","neurotrimin","KXJ06963.1","2477","344","7.82159e-12","73","19","222"
"Q58DA5","bta:534414","K06774","neurotrimin","KXJ06963.1","2477","345","8.79215e-12","73","19","222"
"Q13449","hsa:4045","K06772","limbic system-associated membrane protein","KXJ06963.1","2477","338","2.96923e-11","60","11","223"
"Q98919","gga:395687","K06772","limbic system-associated membrane protein","KXJ06963.1","2477","338","3.43162e-11","61","11","223"
"Q62813","rno:29561","K06772","limbic system-associated membrane protein","KXJ06963.1","2477","338","3.93019e-11","60","11","223"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06963.1","2477","1612","7.12813e-11","103","43","408"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06963.1","2477","1651","1.07715e-10","104","43","408"
NA,NA,NA,NA,"KXJ06978.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ06999.1",NA,NA,NA,NA,NA,NA
"F1QYJ6","dre:322462","K22523","sulfotransferase 6B1 [EC:2.8.2.-]","KXJ07017.1","2164","296","1.59843e-25","55","12","129"
"Q9D939","mmu:69083","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07017.1","2164","296","3.47931e-25","55","4","127"
"P50237","rno:65185","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07017.1","2164","304","4.1745e-24","60","16","134"
"P52843","mmu:20859","K11822","bile-salt sulfotransferase [EC:2.8.2.14]","KXJ07017.1","2164","285","4.28305e-24","53","5","125"
"O00338","hsa:6819","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07017.1","2164","296","4.89061e-24","49","4","127"
"Q8JG30","gga:395227","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07017.1","2164","296","5.32542e-24","57","7","136"
"Q80VR3","mmu:20888","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07017.1","2164","304","1.06354e-23","61","19","143"
"Q9WUW8","rno:171072","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07017.1","2164","296","1.25963e-23","52","4","127"
"P0DMM9","hsa:445329","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","4.73029e-17","60","11","146"
"P0DMM9","hsa:445329","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","1.09839e-06","29","4","96"
"P0DMM9","hsa:6818","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","4.73029e-17","60","11","146"
"P0DMM9","hsa:6818","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","1.09839e-06","29","4","96"
"P50227","bta:282485","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","8.52058e-17","62","12","150"
"P50227","bta:282485","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","3.59988e-06","28","4","92"
"P50226","hsa:6799","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","1.21494e-16","59","21","151"
"P50226","hsa:6799","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","1.87772e-08","32","4","96"
"Q06520","hsa:6822","K11822","bile-salt sulfotransferase [EC:2.8.2.14]","KXJ07018.1","2508","285","3.27863e-16","59","26","166"
"Q06520","hsa:6822","K11822","bile-salt sulfotransferase [EC:2.8.2.14]","KXJ07018.1","2508","285","8.12989e-06","31","5","98"
"P50225","hsa:6817","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","3.48678e-16","59","21","151"
"P50225","hsa:6817","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","4.65146e-08","31","4","96"
"Q29476","cfa:403892","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","3.55242e-16","57","9","145"
"Q29476","cfa:403892","K01014","aryl sulfotransferase [EC:2.8.2.1]","KXJ07018.1","2508","295","7.93761e-08","32","4","96"
"O75897","hsa:27233","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07018.1","2508","302","3.79781e-16","54","13","138"
"O75897","hsa:27233","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07018.1","2508","302","2.36136e-09","32","4","100"
"P52847","rno:64305","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07018.1","2508","299","4.89512e-16","48","7","130"
"P52847","rno:64305","K01025","sulfotransferase [EC:2.8.2.-]","KXJ07018.1","2508","299","2.67052e-10","33","4","90"
"Q99LE6","mmu:27407","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","628","0","397","14","572"
"Q9UG63","hsa:10061","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","623","0","391","1","535"
"Q2KJA2","bta:513061","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","625","0","392","1","535"
"Q9FJH6","ath:AT5G60790","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","595","0","364","4","549"
"Q8T6B7","ddi:DDB_G0284047","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","593","0","302","4","540"
"P40024","sce:YER036C","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","610","0","282","4","538"
"O42943","spo:SPBC16H5.08c","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","618","1.02492e-172","265","7","538"
"Q9M1H3","ath:AT3G54540","K06184","ATP-binding cassette, subfamily F, member 1","KXJ07019.1","2947","723","5.43879e-137","230","42","555"
"Q9USH9","spo:SPCC825.01","K06185","ATP-binding cassette, subfamily F, member 2","KXJ07019.1","2947","822","7.70983e-134","236","9","538"
"Q8K268","mmu:27406","K06158","ATP-binding cassette, subfamily F, member 3","KXJ07019.1","2947","709","3.53605e-131","225","17","566"
NA,NA,NA,NA,"KXJ07025.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ07043.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ07044.1",NA,NA,NA,NA,NA,NA
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","9.75613e-17","72","22","245"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","9.83868e-17","81","18","265"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","1.40884e-25","95","26","299"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","1.7146e-22","82","16","266"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","1.1526e-20","82","39","276"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","5.57665e-20","89","21","276"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","2.13048e-19","80","24","277"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","1.0568e-18","71","14","260"
"Q96RW7","hsa:83872","K17341","hemicentin","KXJ07063.1","3704","5635","1.05484e-17","74","16","258"
