"","id","title","authors"
"1021","map04915","Proximal events in signaling by plasma membrane estrogen receptors.","Razandi M, Pedram A, Park ST, Levin ER"
"1022","map04915","Differential ligand activation of estrogen receptors ERalpha and ERbeta at AP1 sites.","Paech K, Webb P, Kuiper GG, Nilsson S, Gustafsson J, Kushner PJ, Scanlan TS"
"1023","map04915","Rapid effects of estrogen on G protein-coupled receptor activation of potassium channels in the central nervous system (CNS).","Kelly MJ, Qiu J, Wagner EJ, Ronnekleiv OK"
"1024","map04915","Mechanisms of estrogen signaling and gene expression via GPR30.","Prossnitz ER, Maggiolini M"
"1025","map04915","The unfolding stories of GPR30, a new membrane-bound estrogen receptor.","Maggiolini M, Picard D"
"1026","map04915","The G protein-coupled estrogen receptor GPER/GPR30 as a regulator of cardiovascular function.","Meyer MR, Prossnitz ER, Barton M"
"1027","map04915","The G-protein-coupled estrogen receptor GPER in health and disease.","Prossnitz ER, Barton M"
"1028","map04915","Steering estrogen signals from the plasma membrane to the nucleus: two sides of the coin.","Manavathi B, Kumar R"
"1029","map04915","Mechanisms of estrogen receptor signaling: convergence of genomic and nongenomic actions on target genes.","Bjornstrom L, Sjoberg M"
"1030","map04915","Research into Specific Modulators of Vascular Sex Hormone Receptors in the Management of Postmenopausal Cardiovascular Disease.","do Nascimento GR, Barros YV, Wells AK, Khalil RA"
"1031","map04915","Non-genomic regulation of vascular cell function and growth by estrogen.","Meyer MR, Haas E, Prossnitz ER, Barton M"
"1032","map04915","Estrogen modulation of G-protein-coupled receptor activation of potassium channels in the central nervous system.","Kelly MJ, Qiu J, Ronnekleiv OK"
"1033","map04915","Rapid signaling of estrogen in hypothalamic neurons involves a novel G-protein-coupled estrogen receptor that activates protein kinase C.","Qiu J, Bosch MA, Tobias SC, Grandy DK, Scanlan TS, Ronnekleiv OK, Kelly MJ"
"1034","map04915","Estrogen modulation of hypothalamic neurons: activation of multiple signaling pathways and gene expression changes.","Malyala A, Kelly MJ, Ronnekleiv OK"
"1035","map04915","Rapid estrogen signaling in the brain.","Raz L, Khan MM, Mahesh VB, Vadlamudi RK, Brann DW"
"1036","map04915","Estrogen signaling in the hypothalamus.","Kelly MJ, Qiu J, Ronnekleiv OK"
"1037","map04915","Membrane-initiated estrogen signaling in hypothalamic neurons.","Kelly MJ, Ronnekleiv OK"
"1038","map04915","The two faces of estradiol: effects on the developing brain.","McCarthy MM"
"1039","map04915","Cross-talk between membrane-initiated and nuclear-initiated oestrogen signalling in the hypothalamus.","Roepke TA, Qiu J, Bosch MA, Ronnekleiv OK, Kelly MJ"
"1040","map04915","Integration of membrane and nuclear estrogen receptor signaling.","Zhang D, Trudeau VL"
"1041","ko04912","Signaling by G-protein-coupled receptor (GPCR): studies on the GnRH receptor.","Naor Z"
"1042","ko04912","Matrix metalloproteinases 2 and 9 mediate epidermal growth factor receptor transactivation by gonadotropin-releasing hormone.","Roelle S, Grosse R, Aigner A, Krell HW, Czubayko F, Gudermann T."
"1043","ko04912","Matrix metalloproteinases in reproductive endocrinology.","Shah BH, Catt KJ."
"1044","ko04912","Activation and nuclear translocation of PKCdelta, Pyk2 and ERK1/2 by gonadotropin releasing hormone in HEK293 cells.","Farshori PQ, Shah BH, Arora KK, Martinez-Fuentes A, Catt KJ."
"1045","ko04912","Structure of the GnRH receptor-stimulated signaling network: insights from genomics.","Ruf F, Fink MY, Sealfon SC."
"1046","ko04912","Activation of MAPK cascades by G-protein-coupled receptors: the case of gonadotropin-releasing hormone receptor.","Naor Z, Benard O, Seger R."
"1047","ko04912","Endocrinology (Fifth edition)","DeGroot LJ, Jameson JL (ed)."
"1048","ko04912","The pituitary effects of GnRH.","Pawson AJ, McNeilly AS."
"1049","ko04912","Gonadotropin-releasing hormone and its receptor in normal and malignant cells.","Harrison GS, Wierman ME, Nett TM, Glode LM."
"1050","ko04912","Genomics view of gonadotrope signaling circuits.","Ruf F, Sealfon SC."
"1051","map04912","Signaling by G-protein-coupled receptor (GPCR): studies on the GnRH receptor.","Naor Z"
"1052","map04912","Matrix metalloproteinases 2 and 9 mediate epidermal growth factor receptor transactivation by gonadotropin-releasing hormone.","Roelle S, Grosse R, Aigner A, Krell HW, Czubayko F, Gudermann T."
"1053","map04912","Matrix metalloproteinases in reproductive endocrinology.","Shah BH, Catt KJ."
"1054","map04912","Activation and nuclear translocation of PKCdelta, Pyk2 and ERK1/2 by gonadotropin releasing hormone in HEK293 cells.","Farshori PQ, Shah BH, Arora KK, Martinez-Fuentes A, Catt KJ."
"1055","map04912","Structure of the GnRH receptor-stimulated signaling network: insights from genomics.","Ruf F, Fink MY, Sealfon SC."
"1056","map04912","Activation of MAPK cascades by G-protein-coupled receptors: the case of gonadotropin-releasing hormone receptor.","Naor Z, Benard O, Seger R."
"1057","map04912","Endocrinology (Fifth edition)","DeGroot LJ, Jameson JL (ed)."
"1058","map04912","The pituitary effects of GnRH.","Pawson AJ, McNeilly AS."
"1059","map04912","Gonadotropin-releasing hormone and its receptor in normal and malignant cells.","Harrison GS, Wierman ME, Nett TM, Glode LM."
"1060","map04912","Genomics view of gonadotrope signaling circuits.","Ruf F, Sealfon SC."
"1061","ko04910","The termination of PI3K signalling by SHIP1 and SHIP2 inositol 5-phosphatases.","Backers K, Blero D, Paternotte N, Zhang J, Erneux C"
"1062","ko04910","The lipid phosphatase SHIP2 controls insulin sensitivity.","Clement S, Krause U, Desmedt F, Tanti JF, Behrends J, Pesesse X, Sasaki T, Penninger J, Doherty M, Malaisse W, Dumont JE, Le Marchand-Brustel Y, Erneux C, Hue L, Schurmans S"
"1063","ko04910","SREBPs: the crossroads of physiological and pathological lipid homeostasis.","Raghow R, Yellaturu C, Deng X, Park EA, Elam MB"
"1064","ko04910","SREBP-1c transcription factor and lipid homeostasis: clinical perspective.","Ferre P, Foufelle F"
"1065","ko04910","Akt phosphorylation of BAD couples survival signals to the cell-intrinsic death machinery.","Datta SR, Dudek H, Tao X, Masters S, Fu H, Gotoh Y, Greenberg ME."
"1066","ko04910","Insulin-like growth factors and neoplasia.","Pollak MN, Schernhammer ES, Hankinson SE."
"1067","ko04910","Insulin regulation of the Ras activation/inactivation cycle.","Ceresa BP, Pessin JE."
"1068","ko04910","Role of binding proteins to IRS-1 in insulin signalling.","Ogawa W, Matozaki T, Kasuga M."
"1069","ko04910","Phosphorylation and activation of p70s6k by PDK1.","Pullen N, Dennis PB, Andjelkovic M, Dufner A, Kozma SC, Hemmings BA, Thomas G."
"1070","ko04910","Mammalian target of rapamycin is a direct target for protein kinase B: identification of a convergence point for opposing effects of insulin and amino-acid deficiency on protein translation.","Nave BT, Ouwens M, Withers DJ, Alessi DR, Shepherd PR."
"1071","ko04910","The Akt of translational control.","Ruggero D, Sonenberg N."
"1072","ko04910","Dysregulation of the TSC-mTOR pathway in human disease.","Inoki K, Corradetti MN, Guan KL."
"1073","ko04910","Insulin signalling and the regulation of glucose and lipid metabolism.","Saltiel AR, Kahn CR."
"1074","ko04910","Protein kinase C isotypes controlled by phosphoinositide 3-kinase through the protein kinase PDK1.","Le Good JA, Ziegler WH, Parekh DB, Alessi DR, Cohen P, Parker PJ."
"1075","ko04910","Positive and negative regulation of insulin signaling through IRS-1 phosphorylation.","Gual P, Le Marchand-Brustel Y, Tanti JF."
"1076","ko04910","Identification of the APS protein as a novel insulin receptor substrate.","Moodie SA, Alleman-Sposeto J, Gustafson TA."
"1077","ko04910","Insulin signaling: GLUT4 vesicles exit via the exocyst.","Kanzaki M, Pessin JE."
"1078","ko04910","Insulin signalling.","Bevan P."
"1079","ko04910","[Mechanism of insulin action and diabetes mellitus]","Ogawa W, Kasuga M."
"1080","map04910","The termination of PI3K signalling by SHIP1 and SHIP2 inositol 5-phosphatases.","Backers K, Blero D, Paternotte N, Zhang J, Erneux C"
"1081","map04910","The lipid phosphatase SHIP2 controls insulin sensitivity.","Clement S, Krause U, Desmedt F, Tanti JF, Behrends J, Pesesse X, Sasaki T, Penninger J, Doherty M, Malaisse W, Dumont JE, Le Marchand-Brustel Y, Erneux C, Hue L, Schurmans S"
"1082","map04910","SREBPs: the crossroads of physiological and pathological lipid homeostasis.","Raghow R, Yellaturu C, Deng X, Park EA, Elam MB"
"1083","map04910","SREBP-1c transcription factor and lipid homeostasis: clinical perspective.","Ferre P, Foufelle F"
"1084","map04910","Akt phosphorylation of BAD couples survival signals to the cell-intrinsic death machinery.","Datta SR, Dudek H, Tao X, Masters S, Fu H, Gotoh Y, Greenberg ME."
"1085","map04910","Insulin-like growth factors and neoplasia.","Pollak MN, Schernhammer ES, Hankinson SE."
"1086","map04910","Insulin regulation of the Ras activation/inactivation cycle.","Ceresa BP, Pessin JE."
"1087","map04910","Role of binding proteins to IRS-1 in insulin signalling.","Ogawa W, Matozaki T, Kasuga M."
"1088","map04910","Phosphorylation and activation of p70s6k by PDK1.","Pullen N, Dennis PB, Andjelkovic M, Dufner A, Kozma SC, Hemmings BA, Thomas G."
"1089","map04910","Mammalian target of rapamycin is a direct target for protein kinase B: identification of a convergence point for opposing effects of insulin and amino-acid deficiency on protein translation.","Nave BT, Ouwens M, Withers DJ, Alessi DR, Shepherd PR."
"1090","map04910","The Akt of translational control.","Ruggero D, Sonenberg N."
"1091","map04910","Dysregulation of the TSC-mTOR pathway in human disease.","Inoki K, Corradetti MN, Guan KL."
"1092","map04910","Insulin signalling and the regulation of glucose and lipid metabolism.","Saltiel AR, Kahn CR."
"1093","map04910","Protein kinase C isotypes controlled by phosphoinositide 3-kinase through the protein kinase PDK1.","Le Good JA, Ziegler WH, Parekh DB, Alessi DR, Cohen P, Parker PJ."
"1094","map04910","Positive and negative regulation of insulin signaling through IRS-1 phosphorylation.","Gual P, Le Marchand-Brustel Y, Tanti JF."
"1095","map04910","Identification of the APS protein as a novel insulin receptor substrate.","Moodie SA, Alleman-Sposeto J, Gustafson TA."
"1096","map04910","Insulin signaling: GLUT4 vesicles exit via the exocyst.","Kanzaki M, Pessin JE."
"1097","map04910","Insulin signalling.","Bevan P."
"1098","map04910","[Mechanism of insulin action and diabetes mellitus]","Ogawa W, Kasuga M."
"1099","ko04750","Protein kinase C modulation of thermo-sensitive transient receptor potential channels: Implications for pain signaling.","Mandadi S, Armati PJ, Roufogalis BD"
"1100","ko04750","Protease-activated receptor 2 sensitizes the transient receptor potential vanilloid 4 ion channel to cause mechanical hyperalgesia in mice.","Grant AD, Cottrell GS, Amadesi S, Trevisani M, Nicoletti P, Materazzi S, Altier C, Cenac N, Zamponi GW, Bautista-Cruz F, Lopez CB, Joseph EK, Levine JD, Liedtke W, Vanner S, Vergnolle N, Geppetti P, Bunnett NW"
"1101","ko04750","Serotonergic neuromodulation of peripheral nociceptors.","Loyd DR, Henry MA, Hargreaves KM"
"1102","ko04750","TRPM8, a sensor for mild cooling in mammalian sensory nerve endings.","Babes A, Ciobanu AC, Neacsu C, Babes RM"
"1103","ko04750","A cool channel in cold transduction.","Latorre R, Brauchi S, Madrid R, Orio P"
"1104","ko04750","4-Hydroxynonenal, an endogenous aldehyde, causes pain and neurogenic inflammation through activation of the irritant receptor TRPA1.","Trevisani M, Siemens J, Materazzi S, Bautista DM, Nassini R, Campi B, Imamachi N, Andre E, Patacchini R, Cottrell GS, Gatti R, Basbaum AI, Bunnett NW, Julius D, Geppetti P"
"1105","ko04750","Breathtaking TRP channels: TRPA1 and TRPV1 in airway chemosensation and reflex control.","Bessac BF, Jordt SE"
"1106","ko04750","NGF rapidly increases membrane expression of TRPV1 heat-gated ion channels.","Zhang X, Huang J, McNaughton PA"
"1107","ko04750","Protein kinase C in pain: involvement of multiple isoforms.","Velazquez KT, Mohammad H, Sweitzer SM"
"1108","ko04750","The emerging role of TRP channels in mechanisms of temperature and pain sensation.","Story GM"
"1109","ko04750","Trp ion channels and temperature sensation.","Dhaka A, Viswanath V, Patapoutian A"
"1110","ko04750","ThermoTRP channels and beyond: mechanisms of temperature sensation.","Patapoutian A, Peier AM, Story GM, Viswanath V"
"1111","ko04750","TRP channels and pain.","Julius D"
"1112","ko04750","Intracellular signaling in primary sensory neurons and persistent pain.","Cheng JK, Ji RR"
"1113","ko04750","TRP channels: targets for the relief of pain.","Levine JD, Alessandri-Haber N"
"1114","ko04750","Pain TRPs.","Wang H, Woolf CJ"
"1115","map04750","Protein kinase C modulation of thermo-sensitive transient receptor potential channels: Implications for pain signaling.","Mandadi S, Armati PJ, Roufogalis BD"
"1116","map04750","Protease-activated receptor 2 sensitizes the transient receptor potential vanilloid 4 ion channel to cause mechanical hyperalgesia in mice.","Grant AD, Cottrell GS, Amadesi S, Trevisani M, Nicoletti P, Materazzi S, Altier C, Cenac N, Zamponi GW, Bautista-Cruz F, Lopez CB, Joseph EK, Levine JD, Liedtke W, Vanner S, Vergnolle N, Geppetti P, Bunnett NW"
"1117","map04750","Serotonergic neuromodulation of peripheral nociceptors.","Loyd DR, Henry MA, Hargreaves KM"
"1118","map04750","TRPM8, a sensor for mild cooling in mammalian sensory nerve endings.","Babes A, Ciobanu AC, Neacsu C, Babes RM"
"1119","map04750","A cool channel in cold transduction.","Latorre R, Brauchi S, Madrid R, Orio P"
"1120","map04750","4-Hydroxynonenal, an endogenous aldehyde, causes pain and neurogenic inflammation through activation of the irritant receptor TRPA1.","Trevisani M, Siemens J, Materazzi S, Bautista DM, Nassini R, Campi B, Imamachi N, Andre E, Patacchini R, Cottrell GS, Gatti R, Basbaum AI, Bunnett NW, Julius D, Geppetti P"
"1121","map04750","Breathtaking TRP channels: TRPA1 and TRPV1 in airway chemosensation and reflex control.","Bessac BF, Jordt SE"
"1122","map04750","NGF rapidly increases membrane expression of TRPV1 heat-gated ion channels.","Zhang X, Huang J, McNaughton PA"
"1123","map04750","Protein kinase C in pain: involvement of multiple isoforms.","Velazquez KT, Mohammad H, Sweitzer SM"
"1124","map04750","The emerging role of TRP channels in mechanisms of temperature and pain sensation.","Story GM"
"1125","map04750","Trp ion channels and temperature sensation.","Dhaka A, Viswanath V, Patapoutian A"
"1126","map04750","ThermoTRP channels and beyond: mechanisms of temperature sensation.","Patapoutian A, Peier AM, Story GM, Viswanath V"
"1127","map04750","TRP channels and pain.","Julius D"
"1128","map04750","Intracellular signaling in primary sensory neurons and persistent pain.","Cheng JK, Ji RR"
"1129","map04750","TRP channels: targets for the relief of pain.","Levine JD, Alessandri-Haber N"
"1130","map04750","Pain TRPs.","Wang H, Woolf CJ"
"1131","ko04745","Scaffolding protein INAD regulates deactivation of vision by promoting phosphorylation of transient receptor potential by eye protein kinase C in Drosophila.","Popescu DC, Ham AJ, Shieh BH"
"1132","ko04745","DAG lipase activity is necessary for TRP channel regulation in Drosophila photoreceptors.","Leung HT, Tseng-Crank J, Kim E, Mahapatra C, Shino S, Zhou Y, An L, Doerge RW, Pak WL"
"1133","ko04745","Ca2+-dependent metarhodopsin inactivation mediated by calmodulin and NINAC myosin III.","Liu CH, Satoh AK, Postma M, Huang J, Ready DF, Hardie RC"
"1134","ko04745","Requirement for an enzymatic visual cycle in Drosophila.","Wang X, Wang T, Jiao Y, von Lintig J, Montell C"
"1135","ko04745","Visual pigments: trading noise for fast recovery.","Osorio D, Nilsson DE"
"1136","ko04745","In search of the holy grail for Drosophila TRP.","Montell C"
"1137","ko04745","Transient receptor potential ion channels and animal sensation: lessons from Drosophila functional research.","Kim C"
"1138","ko04745","Phototransduction and the evolution of photoreceptors.","Fain GL, Hardie R, Laughlin SB"
"1139","ko04745","Visual transduction in Drosophila.","Montell C"
"1140","ko04745","Insights on TRP channels from in vivo studies in Drosophila.","Minke B, Parnas M"
"1141","ko04745","TRP channels in Drosophila photoreceptors: the lipid connection.","Hardie RC"
"1142","ko04745","Phototransduction and retinal degeneration in Drosophila.","Wang T, Montell C"
"1143","ko04745","Primary processes in sensory cells: current advances.","Frings S"
"1144","ko04745","Phototransduction motifs and variations.","Yau KW, Hardie RC"
"1145","ko04745","Drosophila's view on insect vision.","Borst A"
"1146","ko04745","Drosophila photoreceptors and signaling mechanisms.","Katz B, Minke B"
"1147","map04745","Scaffolding protein INAD regulates deactivation of vision by promoting phosphorylation of transient receptor potential by eye protein kinase C in Drosophila.","Popescu DC, Ham AJ, Shieh BH"
"1148","map04745","DAG lipase activity is necessary for TRP channel regulation in Drosophila photoreceptors.","Leung HT, Tseng-Crank J, Kim E, Mahapatra C, Shino S, Zhou Y, An L, Doerge RW, Pak WL"
"1149","map04745","Ca2+-dependent metarhodopsin inactivation mediated by calmodulin and NINAC myosin III.","Liu CH, Satoh AK, Postma M, Huang J, Ready DF, Hardie RC"
"1150","map04745","Requirement for an enzymatic visual cycle in Drosophila.","Wang X, Wang T, Jiao Y, von Lintig J, Montell C"
"1151","map04745","Visual pigments: trading noise for fast recovery.","Osorio D, Nilsson DE"
"1152","map04745","In search of the holy grail for Drosophila TRP.","Montell C"
"1153","map04745","Transient receptor potential ion channels and animal sensation: lessons from Drosophila functional research.","Kim C"
"1154","map04745","Phototransduction and the evolution of photoreceptors.","Fain GL, Hardie R, Laughlin SB"
"1155","map04745","Visual transduction in Drosophila.","Montell C"
"1156","map04745","Insights on TRP channels from in vivo studies in Drosophila.","Minke B, Parnas M"
"1157","map04745","TRP channels in Drosophila photoreceptors: the lipid connection.","Hardie RC"
"1158","map04745","Phototransduction and retinal degeneration in Drosophila.","Wang T, Montell C"
"1159","map04745","Primary processes in sensory cells: current advances.","Frings S"
"1160","map04745","Phototransduction motifs and variations.","Yau KW, Hardie RC"
"1161","map04745","Drosophila's view on insect vision.","Borst A"
"1162","map04745","Drosophila photoreceptors and signaling mechanisms.","Katz B, Minke B"
"1163","ko04744","Phototransduction: crystal clear.","Ridge KD, Abdulaev NG, Sousa M, Palczewski K"
"1164","ko04744","Activation and inhibition of photoreceptor guanylyl cyclase by guanylyl cyclase activating protein 1 (GCAP-1): the functional role of Mg2+/Ca2+ exchange in EF-hand domains.","Peshenko IV, Dizhoor AM"
"1165","ko04744","How vision begins: an odyssey.","Luo DG, Xue T, Yau KW"
"1166","ko04744","Photoreceptor guanylate cyclases: a review.","Pugh EN Jr, Duda T, Sitaramayya A, Sharma RK"
"1167","ko04744","Visual pigment: G-protein-coupled receptor for light signals.","Shichida Y, Imai H"
"1168","ko04744","Calcium regulation in photoreceptors.","Krizaj D, Copenhagen DR"
"1169","ko04744","Mg2+/Ca2+ cation binding cycle of guanylyl cyclase activating proteins (GCAPs): role in regulation of photoreceptor guanylyl cyclase.","Dizhoor AM, Olshevskaya EV, Peshenko IV"
"1170","ko04744","Evolution of vertebrate rod and cone phototransduction genes.","Larhammar D, Nordstrom K, Larsson TA"
"1171","ko04744","Modulation of cyclic-nucleotide-gated channels and regulation of vertebrate phototransduction.","Kramer RH, Molokanova E"
"1172","ko04744","Recent advances in our understanding of rhodopsin and phototransduction.","Pepe IM"
"1173","ko04744","Vertebrate photoreceptors.","Ebrey T, Koutalos Y"
"1174","ko04744","Vertebrate phototransduction: activation, recovery, and adaptation.","Jindrova H"
"1175","ko04744","Photoreceptor specific guanylate cyclases in vertebrate phototransduction.","Koch KW, Duda T, Sharma RK"
"1176","ko04744","Phototransduction motifs and variations.","Yau KW, Hardie RC"
"1177","map04744","Phototransduction: crystal clear.","Ridge KD, Abdulaev NG, Sousa M, Palczewski K"
"1178","map04744","Activation and inhibition of photoreceptor guanylyl cyclase by guanylyl cyclase activating protein 1 (GCAP-1): the functional role of Mg2+/Ca2+ exchange in EF-hand domains.","Peshenko IV, Dizhoor AM"
"1179","map04744","How vision begins: an odyssey.","Luo DG, Xue T, Yau KW"
"1180","map04744","Photoreceptor guanylate cyclases: a review.","Pugh EN Jr, Duda T, Sitaramayya A, Sharma RK"
"1181","map04744","Visual pigment: G-protein-coupled receptor for light signals.","Shichida Y, Imai H"
"1182","map04744","Calcium regulation in photoreceptors.","Krizaj D, Copenhagen DR"
"1183","map04744","Mg2+/Ca2+ cation binding cycle of guanylyl cyclase activating proteins (GCAPs): role in regulation of photoreceptor guanylyl cyclase.","Dizhoor AM, Olshevskaya EV, Peshenko IV"
"1184","map04744","Evolution of vertebrate rod and cone phototransduction genes.","Larhammar D, Nordstrom K, Larsson TA"
"1185","map04744","Modulation of cyclic-nucleotide-gated channels and regulation of vertebrate phototransduction.","Kramer RH, Molokanova E"
"1186","map04744","Recent advances in our understanding of rhodopsin and phototransduction.","Pepe IM"
"1187","map04744","Vertebrate photoreceptors.","Ebrey T, Koutalos Y"
"1188","map04744","Vertebrate phototransduction: activation, recovery, and adaptation.","Jindrova H"
"1189","map04744","Photoreceptor specific guanylate cyclases in vertebrate phototransduction.","Koch KW, Duda T, Sharma RK"
"1190","map04744","Phototransduction motifs and variations.","Yau KW, Hardie RC"
"1191","ko04740","Ca2+-modulated ONE-GC odorant signal transduction.","Duda T, Sharma RK"
"1192","ko04740","Receptor guanylyl cyclases in mammalian olfactory function.","Zufall F, Munger SD"
"1193","ko04740","A dynamical feedback model for adaptation in the olfactory transduction pathway.","De Palo G, Boccaccio A, Miri A, Menini A, Altafini C"
"1194","ko04740","Regulation of G protein-coupled receptor kinases and arrestins during receptor desensitization.","Kohout TA, Lefkowitz RJ."
"1195","ko04740","Odorant receptors in the formation of the olfactory bulb circuitry.","Lodovichi C, Belluscio L"
"1196","ko04740","The cellular and molecular basis of odor adaptation.","Zufall F, Leinders-Zufall T."
"1197","ko04740","Olfaction: diverse species, conserved principles.","Ache BW, Young JM."
"1198","ko04740","How the olfactory system makes sense of scents.","Firestein S."
"1199","ko04740","Mammalian olfactory receptors: pharmacology, G protein coupling and desensitization.","Kato A, Touhara K"
"1200","ko04740","The state of the art of odorant receptor deorphanization: a report from the orphanage.","Peterlin Z, Firestein S, Rogers ME"
"1201","ko04740","Olfactory signalling in vertebrates and insects: differences and commonalities.","Kaupp UB"
"1202","map04740","Ca2+-modulated ONE-GC odorant signal transduction.","Duda T, Sharma RK"
"1203","map04740","Receptor guanylyl cyclases in mammalian olfactory function.","Zufall F, Munger SD"
"1204","map04740","A dynamical feedback model for adaptation in the olfactory transduction pathway.","De Palo G, Boccaccio A, Miri A, Menini A, Altafini C"
"1205","map04740","Regulation of G protein-coupled receptor kinases and arrestins during receptor desensitization.","Kohout TA, Lefkowitz RJ."
"1206","map04740","Odorant receptors in the formation of the olfactory bulb circuitry.","Lodovichi C, Belluscio L"
"1207","map04740","The cellular and molecular basis of odor adaptation.","Zufall F, Leinders-Zufall T."
"1208","map04740","Olfaction: diverse species, conserved principles.","Ache BW, Young JM."
"1209","map04740","How the olfactory system makes sense of scents.","Firestein S."
"1210","map04740","Mammalian olfactory receptors: pharmacology, G protein coupling and desensitization.","Kato A, Touhara K"
"1211","map04740","The state of the art of odorant receptor deorphanization: a report from the orphanage.","Peterlin Z, Firestein S, Rogers ME"
"1212","map04740","Olfactory signalling in vertebrates and insects: differences and commonalities.","Kaupp UB"
"1213","ko04728","Genetic variation as a predictor of smoking cessation success. A promising preventive and intervention tool for chronic respiratory diseases?","Quaak M, van Schayck CP, Knaapen AM, van Schooten FJ"
"1214","ko04728","Dopamine receptors: from structure to function.","Missale C, Nash SR, Robinson SW, Jaber M, Caron MG"
"1215","ko04728","Dopamine receptor-interacting proteins: the Ca(2+) connection in dopamine signaling.","Bergson C, Levenson R, Goldman-Rakic PS, Lidow MS"
"1216","ko04728","Dopamine receptor-mediated Ca(2+) signaling in striatal medium spiny neurons.","Tang TS, Bezprozvanny I"
"1217","ko04728","GSK-3beta activity and hyperdopamine-dependent behaviors.","Li YC, Gao WJ"
"1218","ko04728","Dopaminergic signaling in dendritic spines.","Yao WD, Spealman RD, Zhang J"
"1219","ko04728","The principal features and mechanisms of dopamine modulation in the prefrontal cortex.","Seamans JK, Yang CR"
"1220","ko04728","Getting specialized: presynaptic and postsynaptic dopamine D2 receptors.","De Mei C, Ramos M, Iitaka C, Borrelli E"
"1221","ko04728","The Akt-GSK-3 signaling cascade in the actions of dopamine.","Beaulieu JM, Gainetdinov RR, Caron MG"
"1222","ko04728","Dopamine D2 receptor-activated Ca2+ signaling modulates voltage-sensitive sodium currents in rat nucleus accumbens neurons.","Hu XT, Dong Y, Zhang XF, White FJ"
"1223","ko04728","Beyond the dopamine receptor: the DARPP-32/protein phosphatase-1 cascade.","Greengard P, Allen PB, Nairn AC"
"1224","ko04728","Does the difference between physically active and couch potato lie in the dopamine system?","Knab AM, Lightfoot JT"
"1225","ko04728","D1 and D2 dopamine-receptor modulation of striatal glutamatergic signaling in striatal medium spiny neurons.","Surmeier DJ, Ding J, Day M, Wang Z, Shen W"
"1226","ko04728","Dopamine receptor signaling.","Neve KA, Seamans JK, Trantham-Davidson H"
"1227","ko04728","The physiology, signaling, and pharmacology of dopamine receptors.","Beaulieu JM, Gainetdinov RR"
"1228","map04728","Genetic variation as a predictor of smoking cessation success. A promising preventive and intervention tool for chronic respiratory diseases?","Quaak M, van Schayck CP, Knaapen AM, van Schooten FJ"
"1229","map04728","Dopamine receptors: from structure to function.","Missale C, Nash SR, Robinson SW, Jaber M, Caron MG"
"1230","map04728","Dopamine receptor-interacting proteins: the Ca(2+) connection in dopamine signaling.","Bergson C, Levenson R, Goldman-Rakic PS, Lidow MS"
"1231","map04728","Dopamine receptor-mediated Ca(2+) signaling in striatal medium spiny neurons.","Tang TS, Bezprozvanny I"
"1232","map04728","GSK-3beta activity and hyperdopamine-dependent behaviors.","Li YC, Gao WJ"
"1233","map04728","Dopaminergic signaling in dendritic spines.","Yao WD, Spealman RD, Zhang J"
"1234","map04728","The principal features and mechanisms of dopamine modulation in the prefrontal cortex.","Seamans JK, Yang CR"
"1235","map04728","Getting specialized: presynaptic and postsynaptic dopamine D2 receptors.","De Mei C, Ramos M, Iitaka C, Borrelli E"
"1236","map04728","The Akt-GSK-3 signaling cascade in the actions of dopamine.","Beaulieu JM, Gainetdinov RR, Caron MG"
"1237","map04728","Dopamine D2 receptor-activated Ca2+ signaling modulates voltage-sensitive sodium currents in rat nucleus accumbens neurons.","Hu XT, Dong Y, Zhang XF, White FJ"
"1238","map04728","Beyond the dopamine receptor: the DARPP-32/protein phosphatase-1 cascade.","Greengard P, Allen PB, Nairn AC"
"1239","map04728","Does the difference between physically active and couch potato lie in the dopamine system?","Knab AM, Lightfoot JT"
"1240","map04728","D1 and D2 dopamine-receptor modulation of striatal glutamatergic signaling in striatal medium spiny neurons.","Surmeier DJ, Ding J, Day M, Wang Z, Shen W"
"1241","map04728","Dopamine receptor signaling.","Neve KA, Seamans JK, Trantham-Davidson H"
"1242","map04728","The physiology, signaling, and pharmacology of dopamine receptors.","Beaulieu JM, Gainetdinov RR"
"1243","ko04722","NRAGE, a novel MAGE protein, interacts with the p75 neurotrophin receptor and facilitates nerve growth factor-dependent apoptosis.","Salehi AH, Roux PP, Kubu CJ, Zeindler C, Bhakar A, Tannis LL, Verdi JM, Barker PA"
"1244","ko04722","NADE, a p75NTR-associated cell death executor, is involved in signal transduction mediated by the common neurotrophin receptor p75NTR.","Mukai J, Hachiya T, Shoji-Hoshino S, Kimura MT, Nadano D, Suvanto P, Hanaoka T, Li Y, Irie S, Greene LA, Sato TA"
"1245","ko04722","Neurotrophin receptor structure and interactions.","Yano H, Chao MV"
"1246","ko04722","From modulator to mediator: rapid effects of BDNF on ion channels.","Rose CR, Blum R, Kafitz KW, Kovalchuk Y, Konnerth A"
"1247","ko04722","Mechanisms of neurotrophin receptor signalling.","Zampieri N, Chao MV"
"1248","ko04722","Neurotrophin-regulated signalling pathways.","Reichardt LF"
"1249","ko04722","Neurotrophin signal transduction in the nervous system.","Kaplan DR, Miller FD"
"1250","ko04722","Neurotrophin signalling pathways regulating neuronal apoptosis.","Miller FD, Kaplan DR"
"1251","ko04722","Neurotrophins and their receptors: signaling trios in complex biological systems.","Teng KK, Hempstead BL"
